"","X","id","c000","ca01","ca02","ca03","ce01","ce02","ce03","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns13","cns14","cns15","cns16","cns17","cns18","cns19","cns20","cr01","cr02","cr03","cr04","cr05","cr07","ct01","ct02","cd01","cd02","cd03","cd04","cg01","cg02"
"13618",13618,360810031001004,34.62890625,4,20,11,4,10,21,0,0,0,21,7,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,20,0,0,14,0,1,26,9,3,4,11,13,26,9
"13619",13619,360810031002000,51.77734375,10,30,13,3,32,18,0,0,0,9,5,7,16,8,0,0,0,1,0,1,0,0,0,2,4,0,29,4,4,14,1,1,27,26,10,11,13,9,34,19
"13620",13620,360810031002001,101.33984375,21,58,23,28,28,46,0,0,0,57,5,27,3,0,0,0,0,3,0,0,0,0,4,0,3,0,70,16,2,13,0,1,84,18,17,16,21,27,73,29
"13621",13621,360810031002002,34.25,2,14,10,6,16,4,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,2,6,0,20,3,0,3,0,0,19,7,4,4,5,11,14,12
"13622",13622,360810031002003,136.8203125,21,84,32,24,60,53,0,0,0,6,0,44,0,2,0,0,0,1,0,0,0,84,0,0,0,0,75,51,1,7,1,2,108,29,15,35,37,29,42,95
"13623",13623,360810031002004,27.61328125,6,13,6,8,8,9,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,24,1,0,0,0,0,17,8,2,4,5,8,19,6
"13624",13624,360810031002005,17.421875,7,9,4,8,11,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,4,0,0,15,5,3,5,0,5,11,9
"13625",13625,360810031002006,74.1875,14,32,29,21,30,24,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,17,2,0,38,23,0,9,0,5,57,18,11,18,23,9,60,15
"13626",13626,360810031002007,239.97265625,51,142,44,53,99,85,0,0,0,39,14,2,12,4,42,0,6,71,0,0,0,0,0,46,0,1,139,38,2,54,1,3,181,56,26,47,45,68,158,79
"13627",13627,360810031002008,100.765625,24,62,15,43,46,12,0,0,0,0,0,0,6,0,8,0,1,0,0,0,0,0,0,80,6,0,69,15,2,13,1,1,62,39,14,16,26,21,49,52
"13628",13628,360810032001000,3254.11328125,201,1950,1103,249,1721,1284,0,0,0,1,3,33,28,2080,1,3,0,0,1,3,985,0,0,1,112,3,1756,1160,43,206,15,74,1628,1626,974,884,822,373,1469,1785
"13629",13629,360810032001001,29.73046875,5,21,6,1,19,12,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,6,0,0,24,8,4,6,8,9,21,11
"13630",13630,360810032001003,3.66015625,3,3,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,2,4,0,0,1,2,3,3
"13631",13631,360810032001005,15.44140625,6,4,1,4,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,11,0,0,0,0,0,4,7,0,1,4,0,5,6
"13632",13632,360810032001006,8.65625,0,9,2,3,7,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,11,7,0,2,2,7,4
"13633",13633,360810032001007,13.08984375,3,8,1,7,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,1,0,0,11,1,0,2,5,2,5,7
"13634",13634,360810032001008,339.5625,103,168,71,200,58,84,0,0,0,0,0,3,321,0,0,18,0,0,0,0,0,0,0,0,0,0,197,124,0,16,0,5,285,57,57,79,72,31,181,161
"13635",13635,360810032001012,27.73046875,0,13,15,0,13,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,1,0,0,20,8,4,8,9,7,23,5
"13636",13636,360810032001013,21.5078125,3,15,3,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,7,12,0,2,0,0,17,4,5,5,5,3,5,16
"13637",13637,360810033001000,52.6875,11,24,17,10,13,29,0,0,0,0,0,0,0,0,0,16,3,18,0,1,4,0,0,0,10,0,31,12,0,7,0,2,37,15,7,6,12,16,25,27
"13638",13638,360810033001001,195.796875,29,73,96,45,112,41,0,0,0,0,0,0,0,0,2,0,0,13,0,113,0,57,0,13,0,0,106,68,0,22,0,2,162,36,34,38,38,59,108,90
"13639",13639,360810033001003,213.9296875,31,129,55,15,62,138,0,0,0,187,10,0,3,2,0,0,1,3,0,0,0,3,1,2,0,3,172,30,0,12,0,1,177,38,26,52,58,48,198,17
"13640",13640,360810033001004,7373.75390625,1223,5246,906,585,2156,4634,0,0,0,0,0,84,43,6469,82,583,0,74,1,12,0,0,3,21,0,3,4972,1713,52,500,12,126,5859,1516,780,1496,1909,1967,4671,2704
"13641",13641,360810033001005,188.4609375,27,115,44,27,82,77,0,0,0,0,2,11,5,0,4,11,1,0,0,3,2,141,0,3,3,0,86,72,4,16,2,6,138,48,21,27,47,64,64,122
"13642",13642,360810033001006,101.4375,19,70,9,18,45,35,0,0,0,40,0,2,3,1,0,0,3,2,0,1,0,0,0,38,8,0,84,7,0,7,0,0,68,30,12,18,21,28,64,34
"13643",13643,360810033001007,39.28515625,4,27,6,3,10,24,0,0,0,34,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,1,0,1,21,16,6,12,6,9,29,8
"13644",13644,360810033001008,403.78515625,26,304,75,14,28,363,0,0,0,403,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,28,4,11,1,4,347,58,29,83,122,145,388,17
"13645",13645,360810033001009,104.8984375,13,45,46,1,44,59,0,0,0,0,98,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,55,41,1,7,0,0,74,30,15,28,30,18,82,22
"13646",13646,360810033001014,36.48046875,4,19,11,5,12,17,0,0,0,1,20,0,1,0,0,0,0,3,0,2,7,0,0,0,0,0,23,5,0,5,0,1,25,9,2,10,10,8,22,12
"13647",13647,360810033001015,9.90625,3,2,2,1,2,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,1,0,0,0,4,2,5
"13648",13648,360810033002000,333.3671875,43,179,111,122,102,109,0,0,0,18,178,49,26,7,1,0,7,9,0,7,0,0,1,4,26,0,219,24,6,76,1,7,219,114,73,61,74,82,207,126
"13649",13649,360810033002001,363.234375,58,199,102,40,117,202,0,0,0,16,58,8,34,209,5,0,3,9,0,0,0,0,0,0,17,0,237,60,1,56,0,5,279,80,35,81,94,91,279,80
"13650",13650,360810033002002,36.80859375,6,13,17,9,12,15,0,0,0,1,3,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,27,9,1,10,8,11,19,17
"13651",13651,360810033002003,136.71875,23,84,33,32,46,62,0,0,0,51,17,5,13,0,0,0,2,23,0,1,1,0,0,24,3,0,95,16,0,28,0,1,107,33,14,24,36,43,100,40
"13652",13652,360810033002004,184.02734375,22,118,39,16,41,122,0,0,0,59,62,1,0,22,0,0,0,0,0,26,0,0,0,0,9,0,123,39,1,15,0,1,120,59,28,37,47,45,120,59
"13653",13653,360810033002005,52.28515625,6,34,11,22,14,15,0,0,0,14,14,5,0,0,0,0,5,2,3,8,0,0,0,0,0,0,38,7,2,4,0,0,41,10,8,10,13,14,35,16
"13654",13654,360810033003000,16.734375,1,14,1,6,7,3,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,9,0,7,0,0,9,0,0,11,5,0,3,3,9,11,5
"13655",13655,360810033003002,175.9453125,25,109,43,28,127,22,0,0,0,8,146,11,0,9,0,0,0,0,0,0,0,0,0,0,3,0,110,36,0,28,0,3,119,58,42,37,45,28,103,74
"13656",13656,360810033003003,243.27734375,32,162,43,126,67,44,0,0,0,18,7,5,4,0,0,0,0,4,0,1,0,0,0,195,0,3,194,19,0,22,0,2,202,35,30,51,62,62,152,85
"13657",13657,360810033003004,134.48046875,30,89,13,14,62,56,0,0,0,10,34,12,63,2,0,0,4,0,0,0,0,0,0,0,7,0,81,19,1,28,1,2,90,42,20,23,24,35,70,62
"13658",13658,360810033003005,110.234375,17,55,37,23,29,57,0,0,0,22,35,18,0,0,0,1,0,8,0,20,1,0,2,0,2,0,83,13,0,13,0,0,96,13,13,22,33,24,87,22
"13659",13659,360810033003006,115.2890625,32,71,14,15,80,22,0,0,0,7,80,8,0,0,0,1,0,0,0,0,0,0,0,21,0,0,88,13,2,14,0,0,81,36,14,22,24,25,75,42
"13660",13660,360810033003007,70.23046875,21,37,10,3,24,41,0,0,0,4,0,56,0,1,0,0,1,1,0,0,0,0,0,0,5,0,34,6,1,26,0,1,45,23,6,11,15,15,62,6
"13661",13661,360810033003008,286.80859375,64,159,64,37,120,130,0,0,0,24,1,16,20,55,0,0,0,32,0,0,130,0,0,9,0,0,228,27,0,24,1,7,204,83,26,50,57,90,160,127
"13662",13662,360810033004000,144.203125,37,81,24,29,87,26,0,0,0,5,3,0,11,0,0,0,0,0,1,0,0,29,0,6,87,0,91,28,3,17,0,3,95,47,18,19,39,29,81,61
"13663",13663,360810033004001,172.05859375,15,117,39,39,81,51,0,0,0,67,0,6,64,0,0,0,0,0,0,0,0,0,0,2,32,0,116,21,0,32,1,1,116,55,31,35,46,44,125,46
"13664",13664,360810033004002,19.49609375,4,9,7,5,12,3,0,0,0,0,0,4,14,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,3,0,0,17,3,3,7,3,3,15,5
"13665",13665,360810033004003,5.5859375,0,6,5,0,10,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,4,0,2,7,2,4,7
"13666",13666,360810033004004,6.8984375,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,1
"13667",13667,360810033004005,120.82421875,34,65,17,16,41,59,0,0,0,15,8,6,8,0,0,0,8,20,0,3,40,0,8,0,0,0,99,7,0,10,0,0,89,27,6,15,24,37,53,63
"13668",13668,360810033004006,108.98046875,16,63,30,12,26,71,0,0,0,76,0,0,0,17,0,0,0,2,0,0,0,0,0,0,14,0,90,11,0,8,0,0,97,12,12,22,25,34,76,33
"13669",13669,360810033004007,110.81640625,24,66,18,13,53,42,0,0,0,0,0,30,54,0,0,0,0,0,0,0,0,0,0,0,24,0,70,14,1,21,0,2,82,26,16,12,24,32,78,30
"13670",13670,360810033004008,47.91796875,1,24,18,0,15,28,0,0,0,0,13,2,0,0,0,20,1,0,0,1,0,0,0,0,6,0,33,5,1,3,0,1,26,17,4,9,12,17,25,18
"13671",13671,360810034001000,133.796875,54,61,18,89,34,10,0,0,0,0,0,3,24,1,0,0,0,0,0,1,0,0,0,102,2,0,77,22,0,30,1,3,98,35,14,26,26,13,72,61
"13672",13672,360810034001002,32.578125,5,17,9,14,14,3,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,14,14,3,0,0,0,25,6,7,4,7,8,25,6
"13673",13673,360810034001003,7.91015625,0,4,3,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,7,0,0,0,3,4,6,1
"13674",13674,360810034001004,39.00390625,8,17,12,15,14,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,37,0,0,0,0,0,27,10,1,9,7,12,4,33
"13675",13675,360810034001005,9.1640625,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,5,4,1,3,3,2,4,5
"13676",13676,360810034001006,104.421875,50,38,20,48,40,20,0,0,0,0,0,0,46,0,0,0,0,0,0,1,0,0,0,47,13,1,70,25,3,9,0,1,80,28,14,12,14,18,46,62
"13677",13677,360810034001007,8.76171875,0,3,7,5,2,3,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,1,0,5,4,0,1,0,0,7,3,1,2,3,4,2,8
"13678",13678,360810034001008,7.38671875,1,4,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,10,0,0,0,0,0,8,2,1,2,3,3,6,4
"13679",13679,360810034001009,15.40234375,1,13,2,10,3,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,8,0,0,12,4,1,4,5,5,9,7
"13680",13680,360810034001011,9.953125,1,8,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,11,0,0,0,0,0,6,5,4,4,2,0,9,2
"13681",13681,360810034002000,12.1875,0,9,2,3,1,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,1,0,10,0,0,1,0,0,6,5,2,8,0,1,8,3
"13682",13682,360810034002001,6.40625,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,1,1,0,2,1
"13683",13683,360810034002002,3.875,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5,1,3,1,0,2,3
"13684",13684,360810034002004,2.8046875,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,1,0,0,1,1
"13685",13685,360810036001000,12.18359375,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
"13686",13686,360810036001002,8.9140625,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,2,0,0,0,3,2,1,2,1,1,4,1
"13687",13687,360810036001003,3.73046875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
"13688",13688,360810036001004,11.08984375,0,9,1,4,5,1,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,8,2,0,1,4,5,5,5
"13689",13689,360810036001007,33.35546875,2,23,11,9,21,6,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,32,3,0,1,0,0,27,9,8,12,11,3,6,30
"13690",13690,360810036001008,5.01171875,0,3,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1,4,2,2,1,0,4,1
"13691",13691,360810036001010,1.90234375,1,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1,0,1,0,0,3,3,2,2,1,0,5,1
"13692",13692,360810036001011,36.28125,19,14,2,24,3,8,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,22,10,0,2,0,1,26,9,4,8,2,2,24,11
"13693",13693,360810036001013,5.41015625,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,1,0,0,5,1,0,2,1,1,3,3
"13694",13694,360810036002000,6.8359375,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,3,0,1,0,1,1,3,0
"13695",13695,360810036002005,0.234375,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,2,0,0,2,0
"13696",13696,360810037001002,392.62890625,118,214,61,79,130,184,0,0,0,9,0,8,309,0,0,0,0,46,0,0,0,0,8,0,13,0,233,137,3,17,0,3,268,125,43,96,79,57,220,173
"13697",13697,360810037001004,35.12109375,1,15,19,4,11,20,0,0,0,0,10,20,0,0,0,0,0,3,0,0,0,0,0,2,0,0,27,3,2,3,0,0,29,6,4,4,15,11,24,11
"13698",13698,360810037001005,24.765625,3,15,7,10,15,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13,7,1,2,0,2,14,11,5,11,6,0,7,18
"13699",13699,360810038001001,30.5625,5,13,13,15,8,8,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,3,11,0,21,3,0,7,0,0,29,2,7,5,10,4,26,5
"13700",13700,360810038001003,13.6171875,0,12,0,2,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,7,5,3,3,3,3,12,0
"13701",13701,360810038001004,30.4921875,6,20,5,9,13,9,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,25,0,0,0,0,21,0,0,10,0,0,26,5,3,6,4,12,12,19
"13702",13702,360810038001005,21.6328125,7,14,1,2,3,17,0,0,0,0,0,0,7,0,0,13,0,1,0,0,0,0,0,1,0,0,18,1,0,3,0,0,17,5,0,4,7,4,11,11
"13703",13703,360810038001006,39.91796875,8,31,4,5,23,15,0,0,0,0,0,0,4,0,0,0,3,5,0,2,1,27,0,0,0,1,27,6,0,8,0,2,29,14,8,7,8,12,17,26
"13704",13704,360810038001007,17.640625,0,11,8,7,9,3,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,1,1,18,1,0,0,0,0,15,4,3,10,3,3,7,12
"13705",13705,360810038002000,14.09375,1,11,1,0,4,9,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,8,5,1,1,5,5,6,7
"13706",13706,360810038002002,1.72265625,0,3,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,2,0,0,3,0
"13707",13707,360810038002003,21.12890625,7,14,0,0,6,15,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,15,6,3,3,5,3,17,4
"13708",13708,360810038002004,114.78515625,34,62,19,20,59,36,0,0,0,34,0,0,8,50,0,0,0,0,0,0,0,23,0,0,0,0,78,23,2,8,0,4,72,43,20,24,16,21,58,57
"13709",13709,360810039001000,21.421875,1,19,5,2,11,12,0,0,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,7,0,2,0,1,23,2,1,7,8,8,23,2
"13710",13710,360810039001001,269.6953125,37,164,68,19,133,117,0,0,0,97,0,24,0,0,3,17,30,0,30,67,1,0,0,0,0,0,157,92,2,12,1,5,165,104,53,65,67,47,220,49
"13711",13711,360810039001002,72.4765625,4,48,21,6,40,27,0,0,0,7,2,0,0,6,0,0,0,6,0,0,0,49,0,0,2,1,30,33,1,8,0,1,62,11,15,22,12,20,38,35
"13712",13712,360810039001003,86.5390625,14,60,12,21,61,4,0,0,0,1,35,0,4,0,0,0,0,0,0,46,0,0,0,0,0,0,41,39,0,4,0,2,75,11,16,17,24,15,53,33
"13713",13713,360810039001004,150.91796875,30,101,20,15,72,64,0,0,0,79,1,12,27,2,2,0,0,0,0,25,0,0,0,0,3,0,100,38,1,9,1,2,123,28,16,30,45,30,108,43
"13714",13714,360810039001005,167.3671875,22,104,36,47,51,64,0,0,0,60,21,0,6,0,0,4,0,0,0,67,0,2,0,2,0,0,123,26,1,7,0,5,109,53,30,34,46,30,134,28
"13715",13715,360810039001006,257.91015625,57,164,34,41,146,68,0,0,0,63,2,41,2,0,0,0,2,0,0,2,0,0,0,0,143,0,166,50,1,32,1,5,183,72,45,56,52,45,167,88
"13716",13716,360810039001008,227.640625,32,158,34,44,75,105,0,0,0,119,2,0,1,0,2,0,3,0,0,96,0,0,0,1,0,0,170,24,1,24,0,5,171,53,38,56,52,46,178,46
"13717",13717,360810039001009,98.234375,12,52,38,14,28,60,0,0,0,0,52,0,0,0,0,0,9,0,0,0,0,0,0,34,7,0,73,20,0,9,0,0,72,30,19,18,36,17,76,26
"13718",13718,360810040011002,23.7109375,2,17,8,1,18,8,0,0,0,5,0,0,4,0,0,9,0,0,0,9,0,0,0,0,0,0,24,1,1,1,0,0,18,9,3,10,6,6,15,12
"13719",13719,360810040011003,20.22265625,6,11,5,3,6,13,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,2,0,0,2,0,17,2,0,2,0,1,17,5,1,3,9,3,12,10
"13720",13720,360810040011004,18.98828125,2,14,3,9,8,2,0,0,0,0,0,0,4,0,0,0,13,0,0,2,0,0,0,0,0,0,18,0,0,1,0,0,13,6,4,6,4,3,10,9
"13721",13721,360810040011005,177.03515625,18,70,88,88,33,55,0,0,0,0,0,3,0,1,0,3,0,0,0,24,1,27,0,3,114,0,127,38,2,7,0,2,143,33,13,43,52,50,106,70
"13722",13722,360810040012001,30.15234375,12,15,3,11,7,12,0,0,0,11,0,1,6,3,0,0,0,0,0,0,0,8,0,1,0,0,21,6,0,3,0,0,23,7,4,5,5,4,20,10
"13723",13723,360810040012002,8.0703125,0,5,3,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,1,0,0,6,2,1,2,2,3,7,1
"13724",13724,360810040012003,29.5234375,6,14,10,6,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,9,0,27,0,0,1,2,0,22,8,1,7,6,10,6,24
"13725",13725,360810040012004,4.890625,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,3,1,2,1,1,3,2
"13726",13726,360810040012005,6.75390625,1,2,2,2,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,4,1,0,1,3,0,5,0
"13727",13727,360810040012006,14.62109375,2,12,5,8,3,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,16,1,0,1,0,1,17,2,5,3,5,4,16,3
"13728",13728,360810040021002,147.203125,60,64,23,50,76,21,0,0,0,38,0,0,20,0,0,0,0,0,0,0,12,0,0,77,0,0,95,41,0,8,0,3,100,47,17,27,31,12,87,60
"13729",13729,360810040021003,54.47265625,25,25,5,29,15,11,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,30,13,0,12,0,0,46,9,4,10,3,13,24,31
"13730",13730,360810040021004,27.46484375,5,20,3,18,7,3,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,9,6,0,19,2,0,7,0,0,21,7,4,7,5,7,17,11
"13731",13731,360810040021005,14.55859375,2,4,4,4,2,4,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,1,1,0,5,2,10,0
"13732",13732,360810040021006,2.1953125,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,2,0
"13733",13733,360810040021007,177.38671875,53,91,32,88,49,39,0,0,0,0,0,0,0,0,0,37,0,1,0,2,0,0,2,132,2,0,92,28,0,52,0,4,159,17,21,28,39,35,87,89
"13734",13734,360810040021008,83.9453125,29,39,17,10,32,43,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,63,16,2,3,1,0,58,27,9,13,20,14,61,24
"13735",13735,360810040021009,44.5546875,7,27,10,12,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,13,4,0,30,3,2,5,0,4,33,11,7,10,8,12,20,24
"13736",13736,360810040021012,20.6328125,1,16,4,14,5,2,0,0,0,0,0,1,0,12,4,0,0,0,0,0,0,0,0,0,3,1,17,1,0,1,0,2,18,3,1,6,7,6,12,9
"13737",13737,360810040021013,27.00390625,12,16,5,18,6,9,0,0,0,0,0,2,11,0,0,6,0,0,1,0,0,0,0,3,10,0,17,1,0,14,0,1,31,2,5,6,5,5,18,15
"13738",13738,360810042001000,43.8203125,0,34,10,4,8,32,0,0,0,0,41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,42,2,5,14,11,14,41,3
"13739",13739,360810042001001,14.234375,3,9,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,1,0,4,0,0,13,1,2,3,2,4,8,6
"13740",13740,360810042001004,24.6875,8,13,3,18,3,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,5,0,0,9,15,5,1,4,6,9,15
"13741",13741,360810042001006,51.546875,10,21,10,21,13,7,0,0,0,0,0,0,0,16,0,0,9,0,0,1,2,13,0,0,0,0,35,5,0,1,0,0,35,6,4,5,11,11,29,12
"13742",13742,360810042001010,2.77734375,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,2,0
"13743",13743,360810042002000,8.58984375,2,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,2,0,2,0,0,5,3,2,1,2,1,0,8
"13744",13744,360810042002001,4.6875,1,3,2,3,3,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,2,1,1,1,5,1
"13745",13745,360810042002002,5.82421875,0,6,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,3,1,0,1,0,2,4,3,2,1,2,2,2,5
"13746",13746,360810042003000,25.20703125,0,11,14,11,10,4,0,0,0,0,0,0,1,0,0,0,0,16,0,1,0,4,0,3,0,0,12,4,0,7,0,2,23,2,3,7,6,9,14,11
"13747",13747,360810042003001,21.375,2,14,4,9,8,3,0,0,0,0,0,0,9,1,0,0,0,0,0,2,0,0,0,4,4,0,6,1,0,12,0,1,18,2,3,1,5,9,13,7
"13748",13748,360810042003002,4.43359375,1,7,0,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,6,0,0,8,0,3,0,1,3,4,4
"13749",13749,360810043001000,21.53125,1,11,10,9,7,6,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,18,0,0,0,0,20,1,0,1,0,0,16,6,3,2,10,6,7,15
"13750",13750,360810043001001,15.7109375,4,3,5,8,2,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,1,0,11,1,1,3,1,3,4,8
"13751",13751,360810043002000,16.58984375,1,12,4,4,10,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,3,0,9,1,0,7,0,0,14,3,3,3,7,3,14,3
"13752",13752,360810043002001,152.453125,23,90,35,14,66,68,0,0,0,68,1,2,0,0,1,0,0,0,0,0,0,71,0,0,4,1,123,11,0,11,1,2,94,54,16,28,46,35,56,92
"13753",13753,360810043002002,174.55859375,29,108,38,41,60,74,0,0,0,69,0,32,62,1,0,4,0,6,0,0,0,0,0,0,1,0,139,25,1,9,0,1,141,34,17,42,42,45,102,73
"13754",13754,360810043002003,388.8984375,54,240,100,72,130,192,0,0,0,180,15,47,0,1,1,0,0,1,0,142,0,1,4,0,2,0,302,51,2,32,1,6,267,127,57,78,97,108,296,98
"13755",13755,360810043002005,250.4453125,68,141,40,57,58,134,0,0,0,0,0,0,0,0,245,0,0,2,0,0,0,1,0,0,1,0,145,77,1,17,0,9,195,54,15,32,57,77,102,147
"13756",13756,360810044011000,9.98828125,3,7,0,5,4,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,6,0,0,3,0,1,4,6,3,1,1,2,8,2
