"","X","id","c000","ca01","ca02","ca03","ce01","ce02","ce03","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns13","cns14","cns15","cns16","cns17","cns18","cns19","cns20","cr01","cr02","cr03","cr04","cr05","cr07","ct01","ct02","cd01","cd02","cd03","cd04","cg01","cg02"
"2851",2851,360050371002005,94.16796875,24,49,22,30,35,30,0,0,0,5,1,4,12,5,2,2,2,7,0,6,7,21,5,11,1,4,34,58,0,0,1,2,71,24,8,24,25,14,48,47
"2852",2852,360050371003000,40.85546875,9,26,6,11,16,14,0,0,0,3,0,2,4,1,1,0,4,2,1,2,2,12,0,3,3,1,24,15,1,0,0,1,14,27,5,10,9,8,19,22
"2853",2853,360050371003001,62.94921875,18,41,10,20,32,17,0,0,0,1,4,2,9,4,1,6,2,4,0,4,5,15,1,7,2,2,40,20,7,0,0,2,35,34,13,11,18,9,36,33
"2854",2854,360050371003002,379.98046875,90,221,71,102,178,102,1,0,2,7,10,9,38,29,5,7,18,16,2,29,42,81,3,35,22,26,187,181,1,3,0,10,170,212,75,76,80,61,175,207
"2855",2855,360050371003003,150.171875,38,95,18,41,65,45,0,0,0,0,9,4,18,4,2,5,8,7,0,9,14,43,4,12,2,10,39,97,0,10,2,3,93,58,28,24,37,24,58,93
"2856",2856,360050371004000,156.38671875,47,93,17,43,71,43,0,0,0,3,4,7,16,9,3,4,7,5,2,11,10,46,8,13,3,6,71,76,2,0,0,8,79,78,21,36,23,30,79,78
"2857",2857,360050371004001,57.15234375,18,29,13,16,26,18,0,0,0,2,2,4,6,2,2,2,3,3,2,3,4,11,2,5,2,5,34,19,0,7,0,0,38,22,8,12,14,8,26,34
"2858",2858,360050372001001,214.7734375,55,113,47,48,83,84,0,0,3,5,5,9,24,8,3,4,10,10,1,15,18,53,11,14,11,11,169,36,1,2,0,7,89,126,26,36,55,43,110,105
"2859",2859,360050372001002,261.7890625,52,159,47,50,98,110,0,0,1,10,3,8,22,19,10,12,8,12,3,28,30,50,5,10,11,16,18,219,0,18,0,3,240,18,34,51,79,42,126,132
"2860",2860,360050372001003,37.26171875,11,20,6,8,13,16,0,0,0,0,0,1,4,0,1,2,2,5,0,2,1,10,3,3,2,1,17,17,0,1,0,2,33,4,6,6,3,11,16,21
"2861",2861,360050372001004,22.37890625,3,19,5,8,9,10,0,0,0,0,1,0,3,2,0,1,1,0,0,0,2,12,1,1,3,0,13,14,0,0,0,0,20,7,3,9,7,5,5,22
"2862",2862,360050372002000,5.921875,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,2,2,0,0,0,1,3,2,1,1,2,0,1,4
"2863",2863,360050372002001,8.01953125,4,1,3,4,1,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,2,0,0,4,3,0,0,1,0,6,2,0,1,1,2,2,6
"2864",2864,360050372002002,33.89453125,9,13,8,7,16,7,0,0,0,0,1,0,4,2,0,2,0,1,1,2,1,11,1,1,3,0,11,16,2,1,0,0,23,7,4,5,7,5,12,18
"2865",2865,360050372002003,22.296875,5,11,5,2,10,9,0,0,0,1,0,1,1,0,0,1,0,0,1,2,3,8,0,2,0,1,8,11,0,2,0,0,13,8,6,5,3,2,8,13
"2866",2866,360050372002004,30.125,12,15,5,10,11,11,0,0,0,1,0,1,5,0,1,0,0,0,1,0,4,13,0,3,3,0,4,22,0,4,0,2,30,2,1,3,9,7,10,22
"2867",2867,360050372002005,59.88671875,16,31,13,17,26,17,0,0,0,2,3,0,6,3,3,3,1,1,1,2,6,22,0,5,1,1,24,24,3,7,0,2,41,19,7,7,16,14,29,31
"2868",2868,360050372002006,75.33203125,17,44,16,19,30,28,0,0,1,2,1,5,11,3,1,2,3,3,0,0,5,26,2,10,2,0,27,40,0,7,1,2,49,28,15,14,21,10,30,47
"2869",2869,360050372002007,22.54296875,4,13,0,6,4,7,0,0,0,0,0,1,3,1,0,1,1,2,0,1,1,3,1,1,0,1,9,8,0,0,0,0,12,5,2,3,3,5,9,8
"2870",2870,360050372002008,19.61328125,3,11,8,6,6,10,0,0,0,2,1,0,4,0,0,0,2,1,0,0,0,10,0,2,0,0,8,14,0,0,0,0,18,4,4,4,7,4,9,13
"2871",2871,360050372002009,64.4609375,11,33,20,18,21,25,0,0,0,2,3,3,8,3,1,1,2,2,0,1,4,23,2,5,4,0,23,29,3,7,0,2,42,22,7,14,19,13,35,29
"2872",2872,360050373001000,44.69921875,10,26,9,14,23,8,0,0,0,0,0,0,6,2,2,2,2,2,4,4,3,11,1,3,2,1,34,8,0,2,0,1,38,7,8,6,8,13,19,26
"2873",2873,360050373001001,143.24609375,50,74,18,36,64,42,0,0,1,7,7,5,17,5,6,3,6,12,4,8,7,31,6,9,5,3,88,44,1,4,0,5,71,71,20,26,22,24,74,68
"2874",2874,360050373001002,315.53125,81,173,59,94,124,95,0,0,0,12,11,12,32,10,12,8,10,17,4,21,13,88,10,32,17,4,182,112,3,11,0,5,220,93,45,65,71,51,132,181
"2875",2875,360050373002000,76.9375,24,42,11,18,43,16,0,0,0,1,0,1,9,1,4,3,3,0,2,9,1,25,2,8,6,2,29,43,2,2,0,1,48,29,10,10,23,10,38,39
"2876",2876,360050373002001,116.73828125,28,63,25,23,52,41,0,0,0,4,4,4,18,10,1,3,6,6,4,10,3,22,3,13,3,2,69,35,0,5,0,7,45,71,19,23,28,18,54,62
"2877",2877,360050373002002,54.73828125,9,31,17,12,32,13,0,0,0,2,1,3,15,1,2,0,2,7,0,6,1,9,2,3,2,1,31,24,1,0,0,1,26,31,9,11,18,10,29,28
"2878",2878,360050373002003,40.7734375,9,18,13,10,23,7,0,0,0,1,2,1,6,2,0,1,1,2,0,3,0,14,0,5,2,0,21,16,1,1,0,1,24,16,8,7,10,6,17,23
"2879",2879,360050373002004,29.00390625,10,13,7,9,12,9,0,0,0,2,0,0,6,2,0,1,2,1,0,3,1,3,1,4,1,3,12,14,1,2,0,1,14,16,5,4,5,6,17,13
"2880",2880,360050373003000,112.9140625,43,53,17,41,43,29,0,0,1,4,1,5,13,6,3,1,3,6,1,9,4,35,1,12,3,5,71,35,2,3,1,1,41,72,14,22,22,12,60,53
"2881",2881,360050373003001,48.203125,12,26,7,12,19,14,0,0,0,2,1,1,5,0,0,2,4,1,3,3,1,16,0,2,3,1,13,16,0,13,0,3,29,16,5,7,7,14,17,28
"2882",2882,360050373003002,59.74609375,14,35,12,16,23,22,0,0,0,3,0,2,9,2,2,2,3,5,1,3,2,13,1,9,2,2,29,26,3,0,0,3,33,28,7,10,21,9,24,37
"2883",2883,360050373003003,278.54296875,84,148,45,71,134,72,1,0,2,11,12,12,33,22,3,10,14,9,1,23,25,46,3,23,8,19,232,28,8,3,0,6,45,232,62,41,52,38,143,134
"2884",2884,360050373004000,380.953125,77,238,70,101,151,133,0,0,1,9,8,8,36,27,10,10,10,10,5,22,44,102,2,39,9,33,36,329,3,3,0,14,278,107,61,81,99,67,166,219
"2885",2885,360050373004001,169.05859375,51,86,34,57,69,45,0,0,0,3,7,0,24,5,7,2,6,11,1,17,7,50,6,18,4,3,101,58,2,8,0,2,86,85,21,30,38,31,80,91
"2886",2886,360050374001000,106.53125,33,52,21,30,39,37,0,0,0,2,3,2,11,2,7,4,2,5,2,6,15,27,1,6,3,8,81,22,0,2,0,1,90,16,9,19,21,24,44,62
"2887",2887,360050374001001,283.37890625,73,165,45,63,124,96,0,0,3,6,8,10,34,10,5,9,17,11,5,23,21,71,5,19,10,16,206,39,4,27,0,7,78,205,52,53,46,59,123,160
"2888",2888,360050374002002,411.8671875,97,230,81,100,156,152,0,0,2,17,7,5,44,31,8,14,8,16,7,42,35,109,5,28,6,24,26,368,0,3,0,11,360,48,54,82,99,76,170,238
"2889",2889,360050374002004,22.140625,11,10,2,13,4,6,0,0,1,0,0,0,4,0,0,0,1,1,0,1,1,9,0,4,1,0,10,11,1,1,0,0,16,7,4,2,3,3,8,15
"2890",2890,360050374002005,7.21484375,1,6,2,3,6,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,3,6,0,0,0,0,2,7,2,3,3,0,3,6
"2891",2891,360050374002006,10.73828125,2,8,1,2,7,2,0,0,0,0,0,0,2,0,0,2,2,1,0,1,0,3,0,0,0,0,7,4,0,0,0,0,9,2,1,2,3,3,3,8
"2892",2892,360050374002007,22.16796875,6,11,5,5,11,6,0,0,0,2,2,0,4,0,0,0,0,0,0,1,1,10,2,0,0,0,6,16,0,0,0,0,16,6,3,4,7,2,8,14
"2893",2893,360050374002008,47.40234375,12,21,12,13,19,13,0,0,0,1,0,0,6,2,3,2,3,2,0,2,2,19,0,1,1,1,17,23,0,4,0,1,31,14,8,11,7,7,21,24
"2894",2894,360050374002009,68.97265625,23,29,18,19,33,18,0,0,1,4,2,6,10,4,1,2,1,1,1,2,4,23,1,6,0,1,36,30,0,3,0,1,50,20,10,14,17,6,24,46
"2895",2895,360050374003000,153.3359375,44,79,33,42,72,42,0,0,0,3,4,6,17,1,2,6,10,7,2,8,9,64,1,9,3,4,67,80,2,1,2,4,110,46,19,23,46,24,59,97
"2896",2896,360050374004000,169.96484375,46,91,35,58,74,40,0,0,0,6,2,6,22,4,2,1,3,7,4,8,8,69,6,13,7,4,57,106,3,3,1,2,117,55,26,40,35,25,56,116
"2897",2897,360050375041000,64.51171875,20,31,12,21,27,15,0,0,0,2,2,2,9,1,3,4,2,6,1,3,3,14,2,3,4,2,41,18,0,4,0,0,46,17,9,11,11,12,32,31
"2898",2898,360050375041002,27.96484375,7,13,7,13,5,9,0,0,0,2,2,0,1,0,0,1,0,0,0,2,2,8,3,5,1,0,15,7,1,0,0,4,20,7,4,4,5,7,13,14
"2899",2899,360050375041004,125.1640625,33,75,17,40,52,33,0,0,0,3,1,7,14,8,5,6,2,9,2,10,2,33,1,17,2,3,56,55,4,9,1,0,64,61,28,22,21,21,52,73
"2900",2900,360050375041005,18.29296875,5,13,0,4,11,3,0,0,0,1,1,2,2,0,1,1,0,0,0,0,1,2,0,5,0,2,10,6,0,0,1,1,6,12,4,4,3,2,14,4
"2901",2901,360050375042001,217.5234375,56,114,46,63,94,59,0,0,0,6,5,12,25,5,8,10,11,8,4,16,6,54,6,22,12,6,125,76,1,8,0,6,128,88,30,44,52,34,110,106
"2902",2902,360050375042003,86.1953125,32,43,13,27,32,29,0,0,0,2,2,3,12,2,0,4,3,3,2,10,5,20,1,11,3,5,46,37,2,0,0,3,44,44,10,13,22,11,42,46
"2903",2903,360050375043000,118.87109375,40,60,19,39,52,28,0,0,0,1,4,5,15,2,3,6,6,7,2,6,2,34,7,10,6,3,67,47,2,1,0,2,56,63,15,19,30,15,44,75
"2904",2904,360050375043001,388.15234375,104,211,72,103,176,108,1,0,0,18,8,12,44,30,1,7,14,6,7,26,54,102,2,26,9,20,188,183,3,1,1,11,167,220,77,67,91,48,170,217
"2905",2905,360050375043002,69.9296875,18,42,8,20,32,16,0,0,0,2,0,1,10,1,0,2,1,9,3,2,6,19,1,7,3,1,42,10,5,11,0,0,28,40,11,12,18,9,27,41
"2906",2906,360050375043003,52.10546875,20,25,8,16,16,21,0,0,1,3,0,2,10,1,2,4,1,2,0,2,3,9,2,5,2,4,35,15,0,0,1,2,38,15,5,9,12,7,28,25
"2907",2907,360050375043004,36.08203125,9,17,7,9,14,10,0,0,0,0,2,2,5,3,3,0,0,2,0,3,1,9,1,0,1,1,11,21,0,1,0,0,22,11,7,10,4,3,18,15
"2908",2908,360050375043005,50.84375,16,32,2,16,22,12,0,0,0,0,0,3,11,3,3,1,2,1,0,7,1,10,1,5,2,0,31,17,1,1,0,0,19,31,8,9,9,8,29,21
"2909",2909,360050376001000,565.6328125,138,292,138,115,237,216,0,0,4,24,12,13,62,31,10,17,27,22,3,42,45,149,18,38,22,29,238,282,5,28,0,15,372,196,87,98,145,100,260,308
"2910",2910,360050376001001,73.89453125,18,34,20,13,29,30,0,0,0,2,5,0,6,2,2,3,3,2,1,4,4,28,3,6,1,0,32,37,0,1,1,1,43,29,13,16,10,15,32,40
"2911",2911,360050376002002,74.20703125,14,40,20,19,29,26,0,0,1,1,1,0,5,1,1,3,3,2,1,6,1,39,1,5,3,0,18,52,1,1,2,0,60,14,13,15,19,13,28,46
"2912",2912,360050376002003,26.4375,2,16,7,5,12,8,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,15,1,0,2,1,4,19,1,0,0,1,19,6,2,4,11,6,9,16
"2913",2913,360050376002004,93.42578125,12,55,22,22,34,33,0,0,0,2,0,1,12,4,2,4,6,1,0,2,5,39,3,5,3,0,46,41,0,0,0,2,72,17,8,20,26,23,42,47
"2914",2914,360050376002005,67.8828125,14,38,17,15,27,27,0,0,0,1,2,1,10,1,0,0,4,1,2,5,3,30,0,7,2,0,27,32,0,7,0,3,50,19,7,12,22,14,30,39
"2915",2915,360050378001001,40.1953125,6,26,10,12,21,9,0,0,0,2,3,1,3,1,1,0,2,2,0,2,3,17,2,2,0,1,4,37,0,1,0,0,37,5,10,9,13,4,13,29
"2916",2916,360050378001003,637.2890625,154,374,109,156,243,238,0,0,2,24,16,14,75,41,13,25,21,38,8,50,72,149,7,37,17,28,223,381,1,22,0,10,460,177,91,123,173,96,299,338
"2917",2917,360050378001004,192.328125,55,94,47,58,75,63,0,0,0,6,5,4,27,6,8,2,6,6,1,9,18,66,1,22,5,4,90,89,5,3,3,6,143,53,23,33,45,40,89,107
"2918",2918,360050378002000,164.88671875,39,93,32,47,63,54,0,0,0,4,3,2,25,10,5,7,7,3,1,6,12,52,5,13,5,4,89,67,2,3,1,2,93,71,25,34,37,29,76,88
"2919",2919,360050378003000,48.8515625,11,30,9,13,24,13,0,0,0,1,1,0,10,1,0,1,3,2,1,2,5,19,0,2,2,0,11,32,0,4,0,3,35,15,5,10,17,7,20,30
"2920",2920,360050378003002,109.45703125,29,63,18,33,44,33,0,0,0,5,1,3,9,4,4,2,4,5,0,4,6,46,2,13,0,2,28,71,2,7,0,2,90,20,16,21,32,12,38,72
"2921",2921,360050379001000,37.03515625,17,14,3,13,16,5,0,0,1,2,1,1,8,0,2,1,1,1,0,4,1,8,2,1,0,0,14,15,1,3,0,1,24,10,4,6,4,3,17,17
"2922",2922,360050379001002,19.0859375,3,9,5,7,7,3,0,0,0,0,1,1,4,1,0,1,0,1,0,1,0,3,0,2,2,0,12,4,0,1,0,0,4,13,2,6,3,3,5,12
"2923",2923,360050379001003,41.8359375,16,21,5,10,20,12,0,0,0,2,1,1,3,0,1,0,1,3,1,3,0,8,2,11,3,2,22,17,0,2,0,1,26,16,5,5,11,5,26,16
"2924",2924,360050379001004,119.76953125,48,57,13,52,51,15,0,0,0,2,2,4,9,5,2,2,4,7,3,13,4,27,5,22,4,3,65,50,2,1,0,0,85,33,17,14,22,17,62,56
"2925",2925,360050379001005,73.9140625,17,42,13,22,32,18,0,0,0,1,0,2,4,6,3,3,5,3,1,7,4,21,2,7,3,0,13,57,0,1,0,1,53,19,14,16,16,9,37,35
"2926",2926,360050379002000,304.55078125,83,178,48,92,145,72,0,0,0,8,5,6,35,11,6,15,12,19,4,32,13,81,9,23,16,14,90,205,1,8,1,4,218,91,51,64,64,47,152,157
"2927",2927,360050379003000,177.9296875,40,112,25,48,87,42,0,0,0,5,3,3,20,7,5,6,5,9,3,16,8,50,6,22,5,4,100,52,3,16,0,6,89,88,34,22,50,31,78,99
"2928",2928,360050379004000,178.72265625,52,95,33,68,67,45,0,0,0,4,4,6,28,3,6,4,5,11,3,18,9,45,4,18,7,5,76,91,5,2,0,6,100,80,26,46,37,19,81,99
"2929",2929,360050379004001,433.94140625,109,241,80,132,187,111,0,0,0,17,15,14,52,26,10,14,7,15,2,33,45,110,9,35,14,12,198,218,1,10,0,3,319,111,69,84,102,66,212,218
"2930",2930,360050379005000,461.36328125,131,242,87,132,210,118,0,0,1,18,19,16,56,35,10,7,14,21,5,38,35,99,13,48,9,16,213,204,1,29,0,13,254,206,82,76,93,78,206,254
"2931",2931,360050380001000,110.125,26,62,20,27,43,38,0,0,2,3,4,2,15,3,2,2,1,2,1,4,7,46,0,7,5,2,14,83,3,3,1,4,95,13,15,21,37,9,35,73
"2932",2932,360050380001001,669.3046875,160,367,141,149,240,279,0,0,3,23,13,15,64,38,10,28,16,25,7,66,66,177,8,39,16,54,23,617,0,8,2,18,608,60,75,129,186,118,276,392
"2933",2933,360050380002000,173.9921875,51,81,42,49,65,60,1,0,0,5,6,9,18,4,5,10,6,9,3,10,18,35,3,12,10,10,128,27,0,15,0,4,147,27,17,26,45,35,88,86
"2934",2934,360050380002001,194.8125,40,118,36,39,89,66,0,0,1,11,4,4,26,4,6,9,9,13,3,10,13,47,3,13,9,9,127,60,1,4,0,2,69,125,34,39,42,39,77,117
"2935",2935,360050380003000,58.828125,16,28,10,13,28,13,0,0,0,1,0,4,7,0,1,1,0,2,0,4,3,24,1,5,1,0,16,34,1,2,0,1,42,12,6,9,11,12,23,31
"2936",2936,360050380003001,41.453125,7,29,7,6,20,17,0,0,0,1,3,0,3,1,0,1,2,1,0,0,4,22,2,2,1,0,15,25,3,0,0,0,24,19,5,8,9,14,17,26
"2937",2937,360050380003002,33.19140625,8,19,5,8,12,12,0,0,0,0,0,0,4,1,1,1,2,2,2,0,1,12,0,3,2,1,8,21,1,0,0,2,21,11,8,3,6,7,15,17
"2938",2938,360050380003003,55.17578125,8,25,20,8,27,18,0,0,0,3,1,1,2,1,0,2,1,2,1,2,5,22,0,5,3,2,23,29,0,0,0,1,39,14,9,10,15,11,17,36
"2939",2939,360050380004000,60.8515625,8,40,13,15,21,25,0,0,0,0,0,5,9,2,2,2,3,5,0,2,4,23,0,3,0,1,13,45,0,0,0,3,50,11,12,14,15,12,23,38
"2940",2940,360050380004001,18.3671875,4,9,6,4,4,11,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,1,1,4,15,0,0,0,0,18,1,3,1,7,4,7,12
"2941",2941,360050380004002,30.35546875,7,21,7,8,16,11,0,0,0,2,0,0,3,1,1,2,0,2,1,1,2,13,1,2,0,4,10,24,0,1,0,0,31,4,2,11,11,4,19,16
"2942",2942,360050380004003,8.546875,3,4,1,6,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,1,1,0,0,8,0,0,0,0,0,5,3,1,0,2,2,4,4
"2943",2943,360050380004004,-0.8125,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"2944",2944,360050380004005,81.625,17,40,25,19,44,19,0,0,0,0,3,1,7,2,2,3,2,6,1,4,6,30,2,8,3,2,14,48,0,18,0,2,73,9,12,15,19,19,32,50
"2945",2945,360050380004007,89.109375,26,43,22,26,41,24,0,0,0,0,1,2,14,1,1,2,3,8,1,5,7,25,5,8,3,5,62,25,0,3,0,1,80,11,10,16,17,22,45,46
"2946",2946,360050381001000,190.87109375,44,105,42,52,95,44,0,0,0,8,4,1,18,9,7,9,7,11,2,15,8,49,4,23,10,6,132,52,0,2,1,4,91,100,39,37,36,35,92,99
"2947",2947,360050381002000,298.6640625,81,157,61,90,152,57,0,0,1,8,8,14,31,8,8,12,15,16,1,23,8,81,7,40,12,6,155,115,0,21,0,8,153,146,48,54,73,43,143,156
"2948",2948,360050381003000,261.83203125,74,142,50,65,144,57,0,0,0,8,9,3,36,6,7,10,9,21,5,20,5,62,13,34,13,5,183,57,3,17,0,6,116,150,50,43,54,45,124,142
"2949",2949,360050381004000,114.44921875,36,64,14,35,57,22,0,0,0,5,3,1,13,3,5,7,3,8,1,4,1,32,3,17,5,3,76,33,1,2,0,2,51,63,19,15,23,21,53,61
"2950",2950,360050381004001,125.04296875,33,66,26,42,56,27,0,0,0,1,6,4,19,3,4,0,5,2,3,7,3,41,3,19,3,2,52,56,1,14,0,2,80,45,14,23,39,16,66,59
"2951",2951,360050381005000,210.71484375,52,120,38,55,98,57,0,0,0,6,8,6,24,8,6,11,16,12,2,12,7,49,5,25,9,4,117,65,4,18,1,5,106,104,36,45,48,29,106,104
"2952",2952,360050381006000,629.5234375,165,359,105,194,290,145,0,0,0,27,27,20,84,24,12,19,16,27,7,48,38,151,5,77,32,15,395,174,2,50,0,8,371,258,83,137,144,100,310,319
"2953",2953,360050381006001,463.6640625,125,239,97,116,212,133,0,0,1,17,20,16,68,26,8,11,12,16,6,43,38,106,2,35,15,21,246,193,8,1,3,10,233,228,75,79,107,75,224,237
"2954",2954,360050381006003,96.765625,25,49,18,23,37,32,0,0,0,5,2,1,14,2,2,3,10,4,1,3,2,23,2,13,3,2,51,39,0,0,0,2,58,34,11,18,24,14,46,46
"2955",2955,360050382001000,72.05078125,12,44,10,14,29,23,0,0,0,4,1,2,8,2,0,1,3,3,1,3,0,29,1,4,4,0,19,45,1,0,1,0,57,9,6,16,22,10,24,42
"2956",2956,360050382001001,510.234375,116,290,99,116,193,196,0,0,1,21,7,13,64,33,7,16,14,16,5,42,60,119,8,31,19,29,126,359,0,19,0,1,428,77,65,109,119,96,239,266
"2957",2957,360050382001002,130.79296875,37,75,21,27,63,43,0,0,0,8,3,7,20,6,6,3,2,7,1,5,8,39,7,5,5,1,40,80,1,5,0,7,90,43,20,23,27,26,58,75
"2958",2958,360050382001003,25.83984375,7,17,4,6,9,13,0,0,0,0,0,2,3,1,0,3,0,1,0,0,1,12,0,2,2,1,7,19,0,2,0,0,23,5,4,5,7,5,10,18
"2959",2959,360050382001004,33.99609375,6,20,9,8,17,10,0,0,0,2,1,0,4,1,1,0,1,2,0,1,0,16,0,4,2,0,10,22,0,2,0,1,28,7,6,7,7,9,11,24
"2960",2960,360050382002000,12.38671875,1,6,3,3,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,1,9,0,0,0,0,10,0,2,3,4,0,3,7
"2961",2961,360050382002001,64.77734375,20,31,7,11,26,21,0,0,0,1,0,3,8,1,1,1,1,1,2,0,3,25,1,5,5,0,7,49,1,0,0,1,50,8,5,8,13,12,24,34
"2962",2962,360050382002002,9.58984375,6,12,3,8,6,7,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,11,0,4,0,1,4,15,0,0,0,2,17,4,1,5,4,5,5,16
"2963",2963,360050382002003,20.19140625,6,13,2,5,12,4,0,0,0,2,0,0,5,0,0,1,1,0,0,0,1,9,0,2,0,0,2,19,0,0,0,0,18,3,4,1,5,5,9,12
"2964",2964,360050382002004,55.578125,15,32,8,15,23,17,0,0,0,3,1,1,8,3,0,1,1,3,0,6,3,18,0,7,0,0,13,39,1,1,0,1,43,12,9,13,11,7,24,31
"2965",2965,360050382002005,29.50390625,10,21,2,10,14,9,0,0,0,0,1,1,4,1,1,0,3,0,0,3,1,12,4,1,1,0,4,28,1,0,0,0,28,5,2,3,11,7,14,19
"2966",2966,360050382002006,31.0078125,16,14,2,9,10,13,0,0,0,1,0,3,3,4,4,2,0,1,0,1,1,8,1,2,1,0,21,8,0,2,0,1,18,14,3,6,3,4,17,15
"2967",2967,360050383011000,145.73828125,48,76,19,32,68,43,0,0,0,4,5,3,17,4,3,5,11,7,2,8,9,37,6,8,7,7,98,37,2,2,0,4,56,87,23,23,26,23,75,68
"2968",2968,360050383011001,243.65234375,60,150,37,69,123,55,0,0,1,11,16,10,22,7,2,6,9,16,6,27,4,56,8,30,9,7,134,80,3,23,1,6,124,123,50,43,51,43,131,116
"2969",2969,360050383012000,364.79296875,122,190,58,93,198,79,1,0,3,9,10,12,37,11,14,14,15,17,6,36,16,77,13,55,15,9,198,138,7,21,0,6,196,174,64,47,80,57,193,177
"2970",2970,360050383012001,131.59765625,38,77,16,39,72,20,0,0,1,2,4,2,13,5,6,3,9,9,2,12,6,26,3,16,8,4,71,48,2,2,2,6,82,49,17,31,25,20,61,70
"2971",2971,360050383013000,240.6875,59,148,34,70,108,63,0,0,1,6,6,9,18,6,2,8,11,15,4,32,9,57,12,28,5,12,132,90,9,2,1,7,130,111,40,44,55,43,121,120
"2972",2972,360050383013001,89.4375,28,41,12,21,36,24,0,0,0,3,5,2,9,2,1,4,5,6,0,9,3,15,2,7,6,2,26,46,1,0,0,8,25,56,15,16,12,10,37,44
"2973",2973,360050383013002,601.2265625,158,332,113,174,291,138,1,0,1,28,26,12,73,29,16,11,17,28,6,48,65,149,5,48,22,18,372,192,3,23,0,13,364,239,105,109,134,97,263,340
"2974",2974,360050383021002,119.1640625,24,72,23,28,61,30,0,0,0,5,5,3,14,5,6,3,6,9,1,6,4,31,3,10,5,3,76,40,0,1,0,2,71,48,21,20,33,21,57,62
"2975",2975,360050383021003,276.78125,79,155,40,99,116,59,0,0,0,6,6,9,34,11,10,10,9,10,1,27,4,74,8,38,13,4,161,95,4,10,0,4,129,145,48,52,54,41,131,143
"2976",2976,360050383021004,57.36328125,20,29,9,18,31,9,0,0,0,1,1,2,9,4,2,0,1,0,1,9,2,20,0,3,2,1,24,30,3,1,0,0,37,21,15,8,8,7,28,30
"2977",2977,360050383021005,104.67578125,27,57,17,28,45,28,0,0,0,5,1,5,15,4,4,1,7,3,1,4,8,27,2,8,2,4,58,37,1,1,0,4,49,52,17,19,23,15,47,54
"2978",2978,360050383022000,215.15625,62,118,35,73,90,52,0,0,0,6,2,10,33,5,7,10,8,13,4,21,7,42,5,22,13,7,89,99,1,25,0,1,139,76,36,34,45,38,96,119
"2979",2979,360050383022001,145.65234375,40,69,31,51,65,24,0,0,0,4,3,5,23,0,4,6,13,8,1,14,3,32,3,12,5,4,73,48,1,16,0,2,84,56,26,17,30,27,67,73
"2980",2980,360050383023000,233.4375,68,131,34,76,113,44,0,0,1,0,3,4,26,8,12,7,4,10,3,22,10,64,11,31,12,5,63,165,1,0,0,4,193,40,29,52,45,39,109,124
"2981",2981,360050383023001,880.60546875,213,495,177,272,403,210,0,0,0,37,33,25,102,60,12,21,16,33,13,78,87,227,13,69,24,35,434,408,12,16,3,12,508,377,164,190,188,130,439,446
"2982",2982,360050385001004,18.234375,4,13,1,7,6,5,0,0,0,0,2,0,1,0,0,3,1,0,1,0,0,5,2,3,0,0,7,4,2,4,0,1,8,10,2,6,3,3,5,13
"2983",2983,360050385001005,67.109375,19,37,12,19,29,20,0,0,0,2,2,4,7,3,1,2,4,2,2,3,4,17,1,11,2,1,36,28,0,0,1,3,30,38,15,12,13,9,37,31
"2984",2984,360050385001008,142.05078125,35,79,22,41,55,40,0,0,0,4,2,3,20,7,4,5,3,10,4,12,4,37,3,11,5,2,77,51,2,3,0,3,88,48,18,22,34,27,60,76
"2985",2985,360050385001009,57.3515625,12,39,8,23,25,11,0,0,0,0,3,4,8,0,3,1,1,3,0,4,5,22,0,2,3,0,19,36,0,1,0,3,41,18,9,13,15,10,23,36
"2986",2986,360050385001010,0.16015625,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,3,1,2
"2987",2987,360050385002001,78.0234375,22,43,13,26,33,19,0,0,0,1,2,3,8,3,2,0,5,4,1,7,3,19,5,11,3,1,44,21,0,11,0,2,32,46,13,17,20,6,44,34
"2988",2988,360050385002002,59.671875,13,37,9,12,37,10,0,0,0,1,1,1,5,3,2,2,2,2,2,5,5,18,1,4,4,1,19,38,0,2,0,0,40,19,7,11,18,10,26,33
"2989",2989,360050385003001,21.4765625,5,9,7,8,10,3,0,0,0,1,0,0,1,0,1,0,2,2,0,0,0,8,2,3,0,1,8,13,0,0,0,0,12,9,4,5,5,2,6,15
"2990",2990,360050385003002,128.828125,40,57,32,41,59,29,1,0,0,8,7,3,17,3,1,2,4,7,2,7,9,32,4,10,6,6,103,22,2,2,0,0,104,25,19,22,31,17,68,61
