"","X","id","c000","ca01","ca02","ca03","ce01","ce02","ce03","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns13","cns14","cns15","cns16","cns17","cns18","cns19","cns20","cr01","cr02","cr03","cr04","cr05","cr07","ct01","ct02","cd01","cd02","cd03","cd04","cg01","cg02"
"1",1,360050001001000,1508.921875,426,805,276,520,635,352,4,0,5,67,56,51,222,124,19,36,39,36,13,110,175,320,22,124,59,25,837,600,11,37,9,13,1174,333,202,275,336,268,713,794
"2",2,360050001001013,26.8984375,9,12,6,10,6,11,0,0,0,2,1,1,1,1,0,0,3,2,1,3,1,6,2,2,1,0,12,3,2,9,0,1,21,6,3,1,8,6,13,14
"3",3,360050002001000,608.9140625,142,349,119,151,206,253,0,0,5,17,16,16,69,54,16,16,16,21,8,29,80,112,10,38,20,67,327,225,5,40,1,12,324,286,100,107,142,119,286,324
"4",4,360050002001001,66.8125,12,43,13,12,29,27,0,0,0,5,4,2,9,0,2,5,4,4,0,4,1,19,0,7,2,0,50,15,2,1,0,0,19,49,13,13,18,12,38,30
"5",5,360050002001002,57.92578125,12,33,13,11,18,29,0,0,0,0,1,3,3,0,0,5,5,4,3,8,0,16,1,6,2,1,40,14,1,1,1,1,22,36,8,8,22,8,22,36
"6",6,360050002001003,63.79296875,12,45,10,12,21,34,0,0,1,1,1,3,6,1,4,3,6,5,1,3,4,15,1,6,5,1,27,28,2,5,2,3,33,34,12,8,21,14,28,39
"7",7,360050002001004,20.203125,4,11,5,3,8,9,0,0,1,1,0,0,3,4,0,0,1,1,0,3,1,5,0,0,0,0,13,5,0,0,2,0,5,15,3,4,6,3,9,11
"8",8,360050002002000,33.953125,8,18,8,3,14,17,0,0,0,1,2,1,6,2,0,2,2,0,1,1,4,8,1,0,2,1,22,7,2,3,0,0,8,26,9,2,11,4,17,17
"9",9,360050002002001,57.8828125,16,30,13,14,16,29,0,0,0,2,1,2,10,1,2,8,2,5,2,5,2,10,3,4,0,0,41,6,0,9,0,3,24,35,7,11,13,12,28,31
"10",10,360050002002002,60.4765625,9,42,11,14,25,23,0,0,0,2,2,4,6,4,0,5,3,3,1,5,2,17,2,2,4,0,40,15,2,2,0,3,21,41,12,11,15,15,29,33
"11",11,360050002002003,54.3984375,8,34,11,14,18,21,0,0,0,2,1,3,4,2,2,3,3,4,1,5,3,14,1,3,1,1,33,16,0,0,0,4,21,32,11,11,11,12,25,28
"12",12,360050002002004,56.1875,12,27,10,11,17,21,0,0,2,1,2,2,5,4,1,6,1,2,0,1,4,11,2,4,1,0,27,14,3,2,2,1,23,26,7,8,11,11,24,25
"13",13,360050002002005,27.16015625,6,11,3,2,7,11,0,0,0,0,0,1,3,0,3,0,0,3,0,0,1,4,0,3,2,0,14,4,0,1,0,1,9,11,3,4,3,4,14,6
"14",14,360050002002006,120.6875,31,68,20,22,31,66,0,0,0,2,2,6,14,3,2,12,4,10,3,7,5,25,4,12,6,2,58,49,1,7,0,4,51,68,16,25,32,15,66,53
"15",15,360050002002007,64.0546875,14,45,10,14,35,20,0,0,0,3,2,2,6,1,2,3,3,1,1,9,2,18,3,6,6,1,25,39,0,0,0,5,42,27,11,20,16,8,30,39
"16",16,360050002002008,5.2734375,2,4,3,5,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,3,0,1,0,0,6,3,0,0,0,0,5,4,2,1,2,2,4,5
"17",17,360050002002009,3.78125,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"18",18,360050002002010,14.453125,3,10,2,5,7,3,0,0,0,1,0,1,2,1,1,0,2,1,0,1,0,1,2,0,2,0,15,0,0,0,0,0,6,9,4,1,3,4,7,8
"19",19,360050002003000,39.21484375,12,25,5,8,18,16,0,0,0,3,1,1,2,0,2,0,2,4,0,4,2,11,0,6,3,1,30,11,0,1,0,0,22,20,10,6,5,9,22,20
"20",20,360050002003001,34.875,6,26,4,3,17,16,0,0,0,2,1,2,2,2,2,1,0,2,0,5,0,10,2,3,1,1,26,6,0,3,0,1,12,24,8,11,8,3,20,16
"21",21,360050002003002,11.96484375,3,4,5,3,3,6,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,2,0,1,1,0,8,4,0,0,0,0,10,2,0,6,1,2,8,4
"22",22,360050002003003,9.921875,5,3,1,2,2,5,0,0,0,0,0,1,1,1,0,2,1,0,0,1,0,2,0,0,0,0,7,1,1,0,0,0,0,9,2,0,2,0,6,3
"23",23,360050002003004,9.8515625,3,5,2,4,2,4,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,2,0,2,0,0,7,3,0,0,0,0,3,7,3,1,2,1,3,7
"24",24,360050002003005,14.90234375,3,5,2,2,5,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1,3,0,0,9,1,0,0,0,0,9,1,0,1,2,4,5,5
"25",25,360050002003006,15.640625,4,8,6,5,7,6,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,7,1,3,0,0,14,2,0,2,0,0,7,11,1,7,6,0,6,12
"26",26,360050002003007,14.125,2,6,4,2,7,3,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,4,0,2,0,0,4,8,0,0,0,0,8,4,4,2,3,1,7,5
"27",27,360050002003008,18.296875,3,12,2,5,2,10,0,0,0,0,0,1,2,0,1,1,0,1,0,1,0,5,1,2,2,0,12,4,0,1,0,0,6,11,3,4,4,3,8,9
"28",28,360050002003009,17.6484375,3,11,3,2,9,6,0,0,0,0,0,1,1,1,0,2,0,0,0,5,2,5,0,0,0,0,5,8,0,3,0,1,13,4,2,1,7,4,10,7
"29",29,360050002003010,20.75390625,5,14,3,4,7,11,0,0,0,0,1,2,2,0,0,4,0,0,1,1,1,7,0,3,0,0,8,13,0,1,0,0,14,8,3,7,5,2,7,15
"30",30,360050002003011,36.5,5,23,7,11,7,17,0,0,0,1,0,0,7,2,0,2,2,0,1,4,1,6,1,4,3,1,16,11,0,7,0,1,19,16,4,5,9,12,17,18
"31",31,360050002003012,8.046875,2,3,3,2,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,1,1,0,6,2,0,0,0,0,3,5,3,0,2,1,4,4
"32",32,360050002003013,2.703125,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"33",33,360050002003014,2.3203125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"34",34,360050002003015,2.95703125,3,2,1,2,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0,1,2,0,0,0,3,0,6,0,0,3,0,3,3
"35",35,360050002003016,4.0625,1,1,2,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,1,1,3,1
"36",36,360050002003017,12.73046875,6,2,1,3,4,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,9,0,0,0,0,0,8,1,1,1,0,1,4,5
"37",37,360050002003018,3.875,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,2,0,2,0,1,2,1
"38",38,360050002003022,3.625,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,1,2,1,0,1,0,3,0
"39",39,360050002003023,12.83203125,4,4,4,3,5,4,0,0,0,1,0,2,2,0,0,2,0,0,0,0,0,4,0,1,0,0,10,2,0,0,0,0,6,6,4,2,0,2,3,9
"40",40,360050002003024,7.9140625,2,7,2,1,3,7,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,5,1,0,0,0,6,5,0,0,0,0,7,4,1,3,2,3,4,7
"41",41,360050002003025,7.57421875,2,5,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,2,4,0,0,0,1,0,7,2,0,3,0,3,4
"42",42,360050002003026,5.02734375,2,4,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,4,1,0,0,0,1,4,2,1,0,1,2,4,2
"43",43,360050002003027,7.6875,3,5,1,3,1,5,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,3,0,0,2,0,8,1,0,0,0,0,4,5,0,3,2,1,4,5
"44",44,360050004001000,825.4453125,170,507,154,201,305,325,0,0,3,26,25,24,96,57,20,18,33,33,14,55,120,138,15,54,20,80,449,337,6,25,1,13,407,424,140,153,199,169,388,443
"45",45,360050004001001,61.62109375,20,32,9,12,19,30,0,0,0,2,1,2,6,3,2,2,2,8,0,5,2,17,1,4,3,1,30,22,2,6,0,1,23,38,9,4,16,12,25,36
"46",46,360050004001002,5.546875,3,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,2,0,0,4,3,0,0,0,1,2,6,1,0,2,2,5,3
"47",47,360050004001004,24.203125,7,12,5,5,11,8,0,0,0,0,1,2,2,2,0,1,0,1,0,2,0,6,0,5,1,1,13,10,0,0,0,1,9,15,4,7,5,1,6,18
"48",48,360050004002000,3.63671875,0,2,4,0,2,4,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0,4,1,1,0,0,0,1,5,1,1,2,2,3,3
"49",49,360050004002001,3.89453125,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,2,0,0,0,0,2,2,2,0,0,1,2,2
"50",50,360050004002003,151.96484375,35,87,30,30,66,56,1,0,2,5,3,3,11,2,8,9,5,5,1,9,6,46,5,18,7,6,90,39,0,20,0,3,66,86,21,27,36,33,73,79
"51",51,360050004002004,49.17578125,13,27,8,15,15,18,0,0,0,2,0,0,4,4,4,1,2,1,2,3,1,13,0,7,3,1,38,9,0,1,0,0,24,24,6,6,9,14,17,31
"52",52,360050004002005,43.4375,14,25,7,15,10,21,0,0,0,3,1,0,2,1,0,3,3,4,0,2,4,11,3,5,4,0,36,9,0,1,0,0,20,26,9,9,7,7,23,23
"53",53,360050004002006,64.71484375,16,35,11,12,20,30,0,0,0,1,0,1,8,3,6,6,1,1,0,3,3,17,1,4,6,1,29,24,0,4,0,5,29,33,4,17,12,13,27,35
"54",54,360050004002007,54.2421875,12,36,7,11,17,27,0,0,0,1,0,2,8,4,0,2,2,4,2,3,6,9,1,7,2,2,40,10,0,1,0,4,19,36,6,12,12,13,31,24
"55",55,360050004003000,20.859375,9,7,6,8,9,5,0,0,0,0,1,2,3,2,1,1,1,0,0,2,1,3,1,2,2,0,18,1,0,3,0,0,13,9,4,3,1,5,9,13
"56",56,360050004003001,47.69140625,11,30,7,11,16,21,0,0,0,3,1,1,1,2,2,0,4,2,0,1,4,18,1,5,1,2,22,25,0,1,0,0,19,29,11,13,6,7,26,22
"57",57,360050004003002,46.2109375,6,32,7,10,8,27,0,0,0,2,1,6,3,1,0,1,1,4,2,3,1,11,2,4,2,1,31,12,1,0,0,1,15,30,6,11,13,9,21,24
"58",58,360050004003003,51.05859375,9,29,10,12,13,23,0,0,0,3,1,1,6,3,0,2,0,3,0,3,3,14,1,4,4,0,24,20,2,1,1,0,23,25,11,7,12,9,24,24
"59",59,360050004003004,1.72265625,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,2
"60",60,360050004003005,211.1953125,44,126,40,48,69,93,0,0,0,3,3,7,20,2,11,8,12,11,8,13,7,63,7,23,11,1,104,83,6,13,0,4,91,119,26,41,53,46,87,123
"61",61,360050004003006,26.59375,7,18,2,4,11,12,0,0,0,0,0,2,1,2,0,0,1,3,1,3,1,10,1,2,0,0,9,17,0,1,0,0,17,10,3,4,8,5,14,13
"62",62,360050004003007,204.1796875,44,119,43,51,60,95,0,1,0,9,2,10,19,5,10,12,5,17,4,15,6,55,5,17,12,2,101,91,1,10,0,3,102,104,31,35,56,40,91,115
"63",63,360050004003008,49.83984375,13,27,10,7,23,20,0,0,1,1,1,6,6,3,1,1,2,3,1,1,1,14,0,6,1,1,25,22,0,0,2,1,25,25,10,8,14,5,22,28
"64",64,360050004003013,7.75,1,6,0,2,2,3,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5,1,1,0,0,0,5,2,2,0,2,2,2,5
"65",65,360050004004000,63.3828125,14,41,6,14,24,23,0,0,0,3,2,4,6,5,1,4,1,3,0,2,4,14,1,9,2,0,30,24,0,4,0,3,26,35,12,9,14,12,30,31
"66",66,360050004004001,40.8515625,6,27,7,5,11,24,0,0,0,1,0,3,9,3,1,3,0,4,0,0,1,12,2,1,0,0,22,14,0,3,0,1,17,23,7,8,9,10,16,24
"67",67,360050004004002,23.3125,5,16,3,6,4,14,0,0,0,1,2,3,2,1,0,2,1,1,0,2,0,3,1,3,2,0,14,10,0,0,0,0,7,17,4,5,3,7,11,13
"68",68,360050004004003,5.09375,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2
"69",69,360050004004007,41.94140625,8,29,4,9,15,17,0,0,1,1,0,0,5,2,0,3,1,1,0,7,2,12,0,4,1,1,24,17,0,0,0,0,18,23,5,7,13,8,14,27
"70",70,360050016001000,1395.953125,330,808,261,358,533,508,1,1,9,36,33,32,146,80,38,38,43,51,10,120,151,350,35,108,44,73,617,685,20,34,3,40,751,648,196,250,368,255,614,785
"71",71,360050016002000,74.99609375,21,33,15,18,31,20,0,0,0,1,2,2,12,4,2,5,2,3,0,4,6,15,0,6,4,1,51,14,0,1,0,3,22,47,14,8,17,9,36,33
"72",72,360050016002001,73.671875,15,44,14,14,32,27,0,0,1,2,1,4,7,3,3,5,2,6,1,9,3,15,0,4,6,1,48,18,1,4,0,2,30,43,10,15,18,15,30,43
"73",73,360050016002002,2.14453125,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,2
"74",74,360050016002004,66.375,21,35,11,16,26,25,0,0,0,3,0,1,7,2,2,4,3,4,2,4,2,21,2,5,3,2,37,18,1,6,1,4,31,36,9,10,11,16,23,44
"75",75,360050016002005,10.33203125,4,5,1,4,5,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,2,3,0,0,0,0,6,3,0,1,0,0,8,2,2,2,0,2,4,6
"76",76,360050016003000,194.41015625,55,110,28,49,88,56,0,0,0,4,3,4,20,10,4,7,6,8,2,15,8,75,6,15,5,1,96,89,2,2,1,3,90,103,32,39,51,16,78,115
"77",77,360050016004001,73.8671875,17,43,13,19,35,19,0,0,0,4,3,2,12,2,1,1,3,5,0,6,4,15,2,11,1,1,65,7,0,1,0,0,60,13,8,14,14,20,35,38
"78",78,360050016004005,3.26953125,3,4,0,2,5,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,2,0,0,6,1,0,0,0,0,2,5,0,2,2,0,4,3
"79",79,360050016004006,86.8671875,23,50,15,22,29,37,0,0,0,5,3,4,8,2,3,3,5,5,0,6,7,25,3,3,4,2,58,19,0,7,0,4,47,41,12,14,21,18,44,44
"80",80,360050016004007,72.05859375,15,51,5,19,28,24,0,0,0,1,1,1,7,2,3,1,2,4,0,5,3,33,3,3,2,0,40,28,1,1,0,1,36,35,8,10,26,12,31,40
"81",81,360050016004008,66.46875,18,40,10,17,28,23,0,0,0,3,1,2,7,3,3,1,3,3,0,4,10,18,0,8,2,0,41,17,0,6,1,3,41,27,9,12,16,13,22,46
"82",82,360050016004009,18.22265625,3,11,4,3,11,4,0,0,0,0,0,0,2,2,0,1,0,1,0,1,0,9,0,0,0,2,8,7,0,0,0,3,8,10,5,1,5,4,4,14
"83",83,360050016004010,23.53125,7,16,6,9,13,7,0,0,0,0,0,0,3,2,1,1,1,1,0,5,0,9,1,5,0,0,19,10,0,0,0,0,16,13,7,6,4,5,12,17
"84",84,360050019001002,41.40625,11,28,8,8,23,16,0,0,0,3,1,0,6,5,0,0,3,0,1,3,7,12,1,3,2,0,20,20,0,2,0,5,13,34,12,10,8,6,22,25
"85",85,360050019001004,298.1796875,72,171,55,86,112,100,0,0,1,17,12,11,34,12,12,11,8,25,3,17,26,56,5,32,10,6,252,19,2,23,0,2,221,77,37,43,62,84,153,145
"86",86,360050019001009,151.14453125,37,94,23,29,70,55,0,0,2,3,7,7,17,6,2,4,7,11,1,13,20,27,1,9,8,9,65,84,2,2,1,0,107,47,20,32,34,31,82,72
"87",87,360050019001010,126.5,31,76,20,23,58,46,0,0,0,7,5,4,10,4,12,4,4,10,2,7,6,27,3,12,5,5,71,46,1,6,0,3,70,57,16,18,29,33,65,62
"88",88,360050019001015,22.7421875,7,10,5,3,14,5,0,0,0,1,3,2,2,0,0,1,0,1,0,2,0,4,0,3,1,2,16,6,0,0,0,0,5,17,3,6,3,3,11,11
"89",89,360050019002002,25.90625,4,19,3,5,7,14,0,0,0,1,0,1,2,1,1,0,2,1,0,0,1,11,0,3,1,1,12,11,2,0,0,1,7,19,7,6,5,4,14,12
"90",90,360050019003004,63.6484375,20,33,9,11,30,21,0,0,0,1,1,1,12,2,1,3,5,3,1,4,4,7,0,6,7,4,30,31,0,1,0,0,44,18,9,11,12,10,34,28
"91",91,360050019003008,23.84765625,5,12,5,5,7,10,0,0,0,0,2,0,1,1,0,1,2,3,0,2,0,5,1,1,2,1,15,6,0,0,1,0,15,7,1,4,5,7,12,10
"92",92,360050019003014,-1.9375,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"93",93,360050019003016,101.0859375,25,66,10,23,44,34,0,0,0,1,3,1,10,4,1,4,7,5,0,17,5,22,1,7,6,7,31,63,0,3,0,4,59,42,16,20,19,21,47,54
"94",94,360050019003017,30.578125,9,18,2,6,11,12,0,0,0,1,1,1,5,4,1,0,3,2,1,0,0,4,0,3,2,1,12,8,0,9,0,0,14,15,3,3,9,5,20,9
"95",95,360050019003022,122.46875,42,73,15,34,50,46,0,0,0,4,5,6,14,4,7,7,3,15,1,7,8,19,3,13,7,7,101,22,4,2,0,1,89,41,13,24,22,29,68,62
"96",96,360050019003025,55.8671875,19,36,6,19,28,14,0,0,0,3,2,4,3,2,1,3,3,3,0,5,4,16,0,7,3,2,23,31,6,1,0,0,45,16,6,12,17,7,32,29
"97",97,360050019003038,12.8515625,3,8,3,6,3,5,0,0,0,0,0,1,2,1,0,0,1,0,1,2,1,2,1,1,1,0,13,1,0,0,0,0,6,8,2,3,3,3,8,6
"98",98,360050020001000,8.53515625,1,7,0,2,4,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,0,2,0,0,8,0,0,0,0,0,2,6,2,2,0,3,2,6
"99",99,360050020001002,58.2890625,15,34,9,19,23,16,0,0,0,1,0,2,11,3,1,4,0,4,0,3,3,21,0,3,1,1,29,16,11,1,0,1,25,33,8,11,12,12,20,38
"100",100,360050020001003,200.3671875,58,109,35,67,77,58,0,0,1,6,9,8,28,8,7,7,10,4,3,7,16,37,8,24,12,7,115,33,2,46,5,1,150,52,22,34,39,49,109,93
"101",101,360050020001004,662.90234375,131,391,142,150,239,275,1,0,1,21,10,13,76,67,13,12,26,11,8,31,114,131,16,36,12,65,219,424,5,5,0,11,391,273,110,128,177,118,306,358
"102",102,360050020001005,138.5546875,27,87,26,29,53,58,0,0,0,4,5,6,13,12,3,4,4,6,0,10,22,24,0,11,1,15,82,44,10,0,1,3,49,91,28,28,28,29,60,80
"103",103,360050020002000,330.3046875,70,206,53,75,121,133,0,0,2,14,8,9,36,34,5,8,14,16,3,20,41,59,10,18,4,28,138,179,5,0,0,7,131,198,57,62,79,61,159,170
"104",104,360050020002001,42.1640625,18,22,7,18,17,12,0,0,0,2,1,1,8,2,1,4,2,2,1,1,1,10,2,6,3,0,31,13,1,1,0,1,21,26,7,7,5,10,17,30
"105",105,360050020002002,75.6875,19,39,15,23,31,19,0,0,0,5,0,3,12,2,1,5,4,3,0,4,4,20,0,5,3,2,35,32,0,1,4,1,32,41,12,19,12,11,34,39
"106",106,360050020002003,219.04296875,57,136,25,70,99,49,0,0,0,9,4,6,25,14,5,4,8,12,3,20,5,65,5,25,6,2,127,82,0,3,0,6,88,130,46,33,48,34,92,126
"107",107,360050020003000,55.296875,21,23,12,21,21,14,0,0,0,3,0,1,6,7,0,3,3,3,2,2,3,12,0,8,3,0,32,22,0,1,0,1,24,32,6,9,14,6,25,31
"108",108,360050020003001,0.01171875,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,2
"109",109,360050020003002,375.18359375,99,211,64,132,149,93,0,0,1,7,12,14,45,11,8,15,17,21,4,16,15,119,7,42,17,3,179,164,9,14,0,8,168,206,60,72,87,56,153,221
"110",110,360050020004000,280.5078125,82,163,38,98,111,74,0,0,1,8,5,13,39,19,6,9,7,10,5,19,8,81,9,21,18,5,158,108,2,9,0,6,158,125,48,48,62,43,110,173
"111",111,360050020005000,130.046875,41,68,22,50,58,23,0,0,0,5,3,3,17,3,3,8,2,5,0,13,5,41,2,18,2,1,62,61,1,3,0,4,68,63,24,23,27,16,55,76
"112",112,360050020006000,42.4609375,6,29,9,14,23,7,0,0,0,1,4,2,4,2,1,1,0,0,0,6,4,15,1,2,1,0,19,24,0,0,0,1,29,15,8,9,13,8,17,27
"113",113,360050020006001,79.78515625,24,45,14,26,44,13,0,0,0,4,3,2,13,2,1,0,2,4,1,4,1,29,2,10,2,3,40,36,0,6,0,1,54,29,22,15,15,7,39,44
"114",114,360050020006002,80.00390625,16,43,20,22,28,29,0,0,0,1,2,2,11,7,3,2,2,6,0,7,2,25,1,6,2,0,30,40,0,9,0,0,46,33,8,13,26,16,32,47
"115",115,360050023001000,272.34375,83,161,31,73,139,63,0,0,1,5,7,5,38,23,5,8,7,6,5,33,26,62,3,28,5,8,185,69,9,1,0,11,44,231,55,46,61,30,118,157
"116",116,360050023001001,84.9375,23,45,17,25,40,20,0,0,0,2,2,1,11,4,1,4,2,1,2,11,9,18,3,6,4,4,34,49,0,0,1,1,16,69,17,21,17,7,42,43
"117",117,360050023001002,246.421875,66,136,45,78,99,70,1,0,0,7,6,4,31,25,6,8,6,6,3,20,24,57,2,19,5,17,67,171,4,3,0,2,194,53,43,42,50,46,109,138
"118",118,360050023001003,155.61328125,45,92,19,64,65,27,0,0,0,5,4,9,22,5,4,5,5,4,1,8,6,39,5,19,7,8,95,52,2,5,0,2,99,57,27,26,35,23,66,90
"119",119,360050023001004,130.875,43,70,18,37,61,33,0,0,0,4,4,2,15,3,5,4,8,3,0,11,8,25,6,22,3,8,76,45,3,3,1,3,74,57,23,19,26,20,60,71
"120",120,360050023001005,134.06640625,39,75,19,46,57,30,0,0,1,4,3,3,17,5,3,6,2,7,1,14,1,41,3,13,2,7,64,66,2,1,0,0,85,48,18,30,25,21,50,83
"121",121,360050023002000,139.4140625,47,68,28,50,64,29,0,0,0,11,3,1,17,7,6,5,2,7,1,13,3,36,0,22,4,5,71,58,3,7,0,4,88,55,25,25,28,18,68,75
"122",122,360050023003000,343.23046875,110,188,44,121,151,70,0,0,0,3,9,9,44,11,12,8,16,13,7,28,13,86,12,28,20,23,181,113,4,32,2,10,176,166,49,58,70,55,157,185
"123",123,360050023003001,125.796875,29,79,18,32,63,31,0,0,0,2,3,1,9,7,5,6,7,12,2,10,3,29,1,10,9,10,62,58,0,4,0,2,61,65,28,23,30,16,49,77
"124",124,360050024001008,141.3828125,50,62,32,40,42,62,0,0,1,6,2,6,34,1,4,5,5,9,0,5,10,25,4,14,9,4,77,26,2,31,2,6,109,35,22,15,17,40,78,66
"125",125,360050025001000,416.91796875,128,226,63,110,195,112,0,0,1,21,20,15,40,29,4,19,20,6,4,33,47,91,9,38,11,9,328,29,9,35,1,15,86,331,88,70,80,51,190,227
"126",126,360050025001001,32.96484375,5,26,4,10,18,7,0,0,0,0,1,2,4,2,2,1,1,1,0,1,2,9,3,4,2,0,24,10,0,0,0,1,16,19,9,6,8,7,19,16
"127",127,360050025002000,482.60546875,142,255,85,157,188,137,0,0,0,16,12,11,58,30,9,13,25,16,3,40,32,113,12,45,26,21,145,308,7,14,1,7,274,208,73,74,107,86,235,247
"128",128,360050025003000,302.26171875,94,163,49,108,130,68,0,0,0,13,10,14,32,10,13,11,16,15,2,25,11,63,9,33,17,12,235,53,5,8,2,3,164,142,45,53,67,47,138,168
"129",129,360050025004000,213.3984375,62,121,28,62,93,56,0,1,1,5,6,9,25,8,9,7,16,10,3,17,13,42,5,16,8,10,147,55,2,2,0,5,92,119,40,29,44,36,95,116
"130",130,360050025005000,66.9375,13,31,18,15,32,15,0,0,0,2,1,7,9,5,1,2,3,2,1,6,1,7,2,8,1,4,47,12,2,0,0,1,19,43,13,8,16,12,30,32
"131",131,360050025005001,56.921875,17,28,7,18,21,13,0,0,0,0,1,3,11,5,1,2,2,4,0,2,1,4,2,11,2,1,41,7,1,0,0,3,37,15,7,9,7,12,29,23
"132",132,360050025005002,109.75,30,59,20,37,54,18,0,0,0,1,9,5,12,3,4,2,4,5,0,8,3,29,1,15,5,3,61,37,0,10,0,1,66,43,15,19,22,23,55,54
"133",133,360050027011001,688.88671875,202,390,98,230,306,154,0,0,1,27,23,20,83,24,17,16,30,27,6,52,62,160,16,77,28,21,393,271,3,9,1,13,347,343,122,116,149,101,330,360
"134",134,360050027011002,38.5546875,9,23,7,14,20,5,0,0,0,0,0,0,5,1,3,2,1,3,1,1,1,9,1,10,1,0,26,12,0,0,0,1,23,16,7,10,6,7,18,21
"135",135,360050027012000,188.22265625,60,97,30,67,86,34,1,0,1,6,5,2,21,7,7,5,10,5,1,18,2,40,9,30,7,10,120,36,4,21,0,6,72,115,36,31,29,31,84,103
"136",136,360050027012001,143.78515625,44,84,22,56,69,25,0,0,0,3,4,5,22,6,1,4,11,7,4,14,12,30,3,13,7,4,76,70,2,0,0,2,66,84,25,20,37,24,73,77
"137",137,360050027021002,309.7734375,96,170,42,97,148,63,0,0,1,9,8,8,50,28,8,4,10,10,3,29,26,56,3,33,14,8,133,152,5,1,0,17,175,133,54,45,68,45,154,154
"138",138,360050027021003,267.55078125,74,157,36,77,132,58,0,0,1,10,14,9,35,15,3,0,8,7,3,29,40,53,5,13,14,8,177,80,4,1,1,4,49,218,66,47,58,22,120,147
"139",139,360050027022001,86.26953125,19,52,16,25,35,27,0,0,0,1,1,6,11,6,1,5,1,4,2,4,2,21,0,14,4,4,35,31,0,17,0,4,61,26,17,15,16,20,39,48
"140",140,360050027022002,182.03515625,68,85,29,62,83,37,0,0,0,2,8,4,25,10,7,1,6,10,4,16,9,42,4,17,7,10,140,38,1,2,0,1,105,77,20,24,38,32,85,97
"141",141,360050027023000,185.68359375,55,102,28,50,96,39,0,0,0,10,8,4,24,3,4,3,11,7,2,15,5,39,5,31,4,10,121,51,1,10,0,2,72,113,28,44,32,26,83,102
"142",142,360050027023001,183.96484375,52,101,28,57,80,44,0,0,1,5,4,5,23,10,4,9,7,12,1,16,5,36,7,23,7,6,103,48,0,26,1,3,105,76,33,31,36,29,91,90
"143",143,360050027024000,200.2265625,67,101,30,62,87,49,0,0,0,8,4,3,26,3,5,10,10,11,2,21,5,56,6,11,9,8,100,80,3,4,5,6,82,116,38,31,41,21,88,110
