"X","id","s000","s000_d0","s000_d1","s000_d2","s000_d3","coords.x1","coords.x2","optional"
36985,360050251006000,483,410,73,0,0,1830449.125,589750.5,TRUE
36986,360050251007000,13,11,2,0,0,1830531.125,589660.25,TRUE
36987,360050251007001,131,93,38,0,0,1830599.5,589636.4375,TRUE
36988,360050252001000,10,8,2,0,0,1835009.5,590130,TRUE
36989,360050252001001,23,22,1,0,0,1834953.25,590074.625,TRUE
36990,360050252001002,29,26,3,0,0,1834896.875,590019.375,TRUE
36991,360050252001003,8,8,0,0,0,1835042.875,589865.9375,TRUE
36992,360050252001004,11,11,0,0,0,1835099.25,589921.25,TRUE
36993,360050252001005,7,7,0,0,0,1835155.875,589976.4375,TRUE
36994,360050252002001,1,1,0,0,0,1835240.75,589772.6875,TRUE
36995,360050252002002,1,1,0,0,0,1835184.375,589717.4375,TRUE
36996,360050252002005,5,5,0,0,0,1835436.875,589681.9375,TRUE
36997,360050253001000,98,81,17,0,0,1830910,590555.4375,TRUE
36998,360050253001001,54,50,4,0,0,1830825.25,590549.875,TRUE
36999,360050253001002,4,4,0,0,0,1830788.625,590393.5625,TRUE
37000,360050253002000,14,12,2,0,0,1830769.75,590298.4375,TRUE
37001,360050253002001,1,1,0,0,0,1830692.375,590313.6875,TRUE
37002,360050253002002,6,6,0,0,0,1830670.375,590236.875,TRUE
37003,360050253002003,11,10,1,0,0,1830754.375,590220.3125,TRUE
37004,360050253003000,39,30,9,0,0,1830634.125,590413.4375,TRUE
37005,360050253004000,12,11,1,0,0,1830718.25,590478.875,TRUE
37006,360050253004001,1,1,0,0,0,1830718.5,590405.4375,TRUE
37007,360050254001000,35,34,1,0,0,1835383,590199.4375,TRUE
37008,360050254001002,53,47,6,0,0,1835268.375,590086.875,TRUE
37009,360050254001003,1,1,0,0,0,1835122.25,590240.5,TRUE
37010,360050254001004,12,11,1,0,0,1835066,590185.125,TRUE
37011,360050254001005,32,31,1,0,0,1835212,590031.75,TRUE
37012,360050254002000,33,26,7,0,0,1835518.5,590051.3125,TRUE
37013,360050255001000,108,104,4,0,0,1830556.875,590418.5,TRUE
37014,360050255001001,14,10,4,0,0,1830439.125,590103.75,TRUE
37015,360050255002000,35,35,0,0,0,1830466.875,590428.625,TRUE
37016,360050255002001,2,2,0,0,0,1830367.375,590154.9375,TRUE
37017,360050255003000,20,19,1,0,0,1830357.875,590389.5625,TRUE
37018,360050256001000,40,36,4,0,0,1835673,589893.0625,TRUE
37019,360050256001001,19,16,3,0,0,1835614.25,589837.75,TRUE
37020,360050256001007,2,2,0,0,0,1835344.5,589513.375,TRUE
37021,360050256002000,2,2,0,0,0,1835743.125,589731,TRUE
37022,360050256002001,45,43,2,0,0,1835847.125,589717.1875,TRUE
37023,360050256002002,61,54,7,0,0,1835728.75,589600,TRUE
37024,360050256002003,3,3,0,0,0,1835600.375,589553.375,TRUE
37025,360050256002004,4,4,0,0,0,1835529.625,589521.5,TRUE
37026,360050256002006,55,50,5,0,0,1835433.75,589447.9375,TRUE
37027,360050257001000,58,51,7,0,0,1830125.875,590226.9375,TRUE
37028,360050257001001,13,13,0,0,0,1830156.5,590324.6875,TRUE
37029,360050257001002,4,4,0,0,0,1829992.875,590172,TRUE
37030,360050257001005,35,32,3,0,0,1829826.875,590059.875,TRUE
37031,360050261001000,1455,1234,221,0,0,1830411.5,590816,TRUE
37032,360050263001000,28,28,0,0,0,1830757.875,590710.875,TRUE
37033,360050263002000,8,8,0,0,0,1830763.125,590853.3125,TRUE
37034,360050263002001,1,1,0,0,0,1830830.125,590832.375,TRUE
37035,360050263003000,14,14,0,0,0,1830605,590786,TRUE
37036,360050263004000,3,3,0,0,0,1830574.125,590848.25,TRUE
37037,360050263005000,889,808,80,1,0,1830738.5,591122.5,TRUE
37038,360050264001003,2,2,0,0,0,1837382.125,590026.375,TRUE
37039,360050264001004,13,12,1,0,0,1837322.5,589958.1875,TRUE
37040,360050264001005,3,3,0,0,0,1837332.75,589872.1875,TRUE
37041,360050264001007,8,7,1,0,0,1837548.625,589915.5,TRUE
37042,360050264001008,5,4,1,0,0,1837369.875,589757,TRUE
37043,360050264001009,6,6,0,0,0,1837436.125,589804.125,TRUE
37044,360050264002000,17,16,1,0,0,1837233,589888.5,TRUE
37045,360050264002002,3,3,0,0,0,1837085.75,589843.8125,TRUE
37046,360050264002005,7,7,0,0,0,1837305.5,589703.625,TRUE
37047,360050264003001,3,3,0,0,0,1836855.75,589578.9375,TRUE
37048,360050264003004,5,5,0,0,0,1837029.625,589367.3125,TRUE
37049,360050264003005,3,2,1,0,0,1836969.625,589418.6875,TRUE
37050,360050264003007,24,24,0,0,0,1836859.125,589465.875,TRUE
37051,360050264004001,6,4,2,0,0,1836808.125,589807.4375,TRUE
37052,360050264004002,75,62,13,0,0,1836820.875,589728.75,TRUE
37053,360050264004006,15,15,0,0,0,1836739.75,589546.0625,TRUE
37054,360050265001001,66,47,18,1,0,1831086,591164,TRUE
37055,360050265001002,17,11,6,0,0,1831002.875,591174.0625,TRUE
37056,360050265001003,12,9,3,0,0,1830936.25,591190.625,TRUE
37057,360050265001004,247,170,77,0,0,1830862.125,591202.25,TRUE
37058,360050265002000,5,5,0,0,0,1830809.25,591013.9375,TRUE
37059,360050265002001,23,19,4,0,0,1830876.375,590988.75,TRUE
37060,360050265003000,32,26,6,0,0,1830876.875,590752.9375,TRUE
37061,360050265003001,71,57,14,0,0,1830960.875,590755,TRUE
37062,360050265004000,36,31,5,0,0,1830940.375,590966.4375,TRUE
37063,360050265004001,10,7,3,0,0,1831019.125,590941.8125,TRUE
37064,360050266011000,676,513,161,2,0,1836935.5,590259.3125,TRUE
37065,360050266011001,4,4,0,0,0,1836871,590213.1875,TRUE
37066,360050266011002,7,7,0,0,0,1836807.375,590146.375,TRUE
37067,360050266011004,10,8,2,0,0,1836713.75,590202.125,TRUE
37068,360050266011006,12,12,0,0,0,1836740.375,589920.4375,TRUE
37069,360050266012000,5,5,0,0,0,1837046.25,590508.1875,TRUE
37070,360050266012001,19,18,1,0,0,1836990.875,590449.625,TRUE
37071,360050266012002,43,34,9,0,0,1836920,590430.125,TRUE
37072,360050266013000,3,3,0,0,0,1836843.625,590426.875,TRUE
37073,360050266013001,11,11,0,0,0,1836769,590409.25,TRUE
37074,360050266021000,11,10,1,0,0,1837460.75,590297.1875,TRUE
37075,360050266021001,19,17,2,0,0,1837404.125,590243.625,TRUE
37076,360050266021002,12,11,1,0,0,1837343.625,590192.9375,TRUE
37077,360050266021004,52,49,3,0,0,1837218.25,590092.1875,TRUE
37078,360050266022000,14,13,1,0,0,1837100.75,590459.5625,TRUE
37079,360050266022001,12,9,2,1,0,1837156.25,590297.625,TRUE
37080,360050266022002,1,1,0,0,0,1837216.5,590348.5625,TRUE
37081,360050266022003,22,21,1,0,0,1837032.25,590350.75,TRUE
37082,360050266022004,98,81,14,3,0,1837095,590245.75,TRUE
37083,360050266023000,53,48,5,0,0,1837037.625,590190.0625,TRUE
37084,360050266023001,17,15,2,0,0,1836961.375,590172.625,TRUE
37085,360050266023003,4,4,0,0,0,1836904.75,589989.5625,TRUE
37086,360050266023004,1,1,0,0,0,1836978.375,590005.4375,TRUE
37087,360050266023006,10,8,2,0,0,1837124.875,590081.4375,TRUE
37088,360050266023007,2,2,0,0,0,1837153.375,590001.6875,TRUE
37089,360050266023008,26,26,0,0,0,1836835.125,589936.125,TRUE
37090,360050266023009,9,9,0,0,0,1836765.125,589876.75,TRUE
37091,360050266025001,5,4,1,0,0,1837164,590537.375,TRUE
37092,360050266025002,4,4,0,0,0,1837276.75,590399.375,TRUE
37093,360050267011000,2,2,0,0,0,1830856.5,591452.875,TRUE
37094,360050267011002,46,44,2,0,0,1830799.125,591348.125,TRUE
37095,360050267012000,52,51,1,0,0,1830686.125,591421.75,TRUE
37096,360050267013000,19,16,3,0,0,1830917.5,591383.5,TRUE
37097,360050267021000,1,1,0,0,0,1830952.125,591803.8125,TRUE
37098,360050267021001,2,2,0,0,0,1830871.375,591846.6875,TRUE
37099,360050267021002,27,26,1,0,0,1830790.375,591845.5625,TRUE
37100,360050267023000,5,5,0,0,0,1830700.5,591905.25,TRUE
37101,360050267024000,2,2,0,0,0,1830706.125,591623.5625,TRUE
37102,360050267025000,3,3,0,0,0,1830793.625,591621.5625,TRUE
37103,360050267026000,2,2,0,0,0,1830977.5,591685.1875,TRUE
37104,360050267026001,2,2,0,0,0,1830873.625,591621.5,TRUE
37105,360050269001000,3,2,1,0,0,1830373.625,591585.5,TRUE
37106,360050269001003,11,11,0,0,0,1830257.625,590704.5625,TRUE
37107,360050269001004,499,352,140,7,0,1830224.25,591519.0625,TRUE
37108,360050269001005,7,4,3,0,0,1830133.625,590935.1875,TRUE
37109,360050269001008,3,3,0,0,0,1830302.5,591216.75,TRUE
37110,360050269001010,130,110,19,1,0,1830120.25,590437,TRUE
37111,360050269001011,26,20,6,0,0,1830212,590417.3125,TRUE
37112,360050269002000,23,17,6,0,0,1830403.25,591288,TRUE
37113,360050269002002,29,27,2,0,0,1830316.875,591026,TRUE
37114,360050269003000,22,19,3,0,0,1830449,591517.25,TRUE
37115,360050273001003,8,6,2,0,0,1830438,591990.875,TRUE
37116,360050273001004,19,19,0,0,0,1830414,591806.75,TRUE
37117,360050273002001,10,10,0,0,0,1830689.125,592182.25,TRUE
37118,360050273002002,21,21,0,0,0,1830614.375,592005.875,TRUE
37119,360050273002003,2,2,0,0,0,1830542.5,592122.4375,TRUE
37120,360050273003000,147,130,17,0,0,1830576.5,591614.3125,TRUE
37121,360050273003001,2,2,0,0,0,1830624.375,591651.6875,TRUE
37122,360050273003002,10,9,1,0,0,1830593.125,591401,TRUE
37123,360050273004000,19,18,1,0,0,1830523.5,591978.625,TRUE
37124,360050273004001,20,20,0,0,0,1830515.375,591704.375,TRUE
37125,360050274011005,1,1,0,0,0,1837821,590296.625,TRUE
37126,360050274012000,7,5,2,0,0,1837931.375,590554.9375,TRUE
37127,360050274012002,7,7,0,0,0,1837898.125,590310.875,TRUE
37128,360050274012005,3,3,0,0,0,1837932,590131.9375,TRUE
37129,360050274013000,1,1,0,0,0,1837740.5,590052.5625,TRUE
37130,360050274013002,8,3,5,0,0,1837835.375,589805.375,TRUE
37131,360050274013005,11,11,0,0,0,1837991.125,589911.4375,TRUE
37132,360050274013009,2,2,0,0,0,1838070.25,589552.75,TRUE
37133,360050274013014,13,8,5,0,0,1838041.875,589646.25,TRUE
37134,360050274014006,2,2,0,0,0,1837995.5,589313.5625,TRUE
37135,360050274014007,2,2,0,0,0,1837946.875,589478.1875,TRUE
37136,360050274014013,1,1,0,0,0,1838069.25,589186.6875,TRUE
37137,360050274014022,7,7,0,0,0,1838253.375,589285.625,TRUE
37138,360050274021000,46,45,1,0,0,1838394.875,589986.9375,TRUE
37139,360050274021005,2,2,0,0,0,1838251.5,589855.5625,TRUE
37140,360050274021008,2,2,0,0,0,1838379.625,589647.25,TRUE
37141,360050274021009,186,180,6,0,0,1838449.625,589617.25,TRUE
37142,360050274021010,2,1,1,0,0,1838485.25,589463.9375,TRUE
37143,360050274022000,4,4,0,0,0,1838241.125,590629.9375,TRUE
37144,360050274022001,7,5,2,0,0,1838165.375,590606.8125,TRUE
37145,360050274022002,2,2,0,0,0,1838090.125,590583.75,TRUE
37146,360050274022003,3,2,1,0,0,1838013.625,590559.5625,TRUE
37147,360050274023000,19,16,3,0,0,1838362,590530.0625,TRUE
37148,360050274023001,2,2,0,0,0,1838278.75,590427.375,TRUE
37149,360050274023002,3,3,0,0,0,1838202.5,590407.75,TRUE
37150,360050274023004,17,17,0,0,0,1838054.25,590340.9375,TRUE
37151,360050274023005,10,6,4,0,0,1838243.375,590233.25,TRUE
37152,360050276001031,3,2,1,0,0,1837608.875,590278.5625,TRUE
37153,360050277001001,5,5,0,0,0,1830505.625,592269,TRUE
37154,360050277001002,4,4,0,0,0,1830586.5,592258.9375,TRUE
37155,360050277001003,7,5,2,0,0,1830455.125,592124.8125,TRUE
37156,360050277002000,2,2,0,0,0,1830514.875,592590.5,TRUE
37157,360050277002002,186,138,43,5,0,1830383.375,592384.9375,TRUE
37158,360050277002003,23,21,2,0,0,1830370.125,592326.625,TRUE
37159,360050277003000,11,11,0,0,0,1830748.875,592342.5,TRUE
37160,360050277003001,1,1,0,0,0,1830670.375,592395.75,TRUE
37161,360050277004000,3,3,0,0,0,1830612.25,592539.125,TRUE
37162,360050277004001,9,8,1,0,0,1830583.125,592656.875,TRUE
37163,360050279001000,22,13,9,0,0,1830753.75,593207.4375,TRUE
37164,360050279001002,47,41,6,0,0,1830666.375,592868.5,TRUE
37165,360050279002002,23,21,1,1,0,1830728.25,592650.25,TRUE
37166,360050279003000,324,259,64,1,0,1830794.375,592767.375,TRUE
37167,360050279003001,7,5,2,0,0,1830842.125,592621.125,TRUE
37168,360050279004000,261,200,59,2,0,1830962.75,593010.6875,TRUE
37169,360050279004001,7,7,0,0,0,1830875.125,593074.3125,TRUE
37170,360050279006000,6,3,3,0,0,1830775.75,593074.25,TRUE
37171,360050281001000,16,13,2,1,0,1831251.75,593148.9375,TRUE
37172,360050281001001,86,81,5,0,0,1831173.25,593170.5625,TRUE
37173,360050281002000,2,2,0,0,0,1831121.5,593272.375,TRUE
37174,360050281003000,4,4,0,0,0,1831553,593203.3125,TRUE
37175,360050281003001,209,193,14,2,0,1831442.625,593184.0625,TRUE
37176,360050281003002,1,1,0,0,0,1831336.5,593159.3125,TRUE
37177,360050283001000,40,29,10,1,0,1830389.375,592639.1875,TRUE
37178,360050283001001,70,60,9,1,0,1830340,592476.6875,TRUE
37179,360050283001002,319,260,59,0,0,1830393.5,592474.8125,TRUE
37180,360050283001004,203,164,36,3,0,1830301.25,592331.1875,TRUE
37181,360050283001007,853,762,89,2,0,1830268.375,591998.3125,TRUE
37182,360050283001008,8,7,1,0,0,1830214.25,591939.375,TRUE
37183,360050283002000,1,1,0,0,0,1830652.75,593202,TRUE
37184,360050283002001,21,16,4,1,0,1830607.5,593257.75,TRUE
37185,360050283002002,2,2,0,0,0,1830512.875,593259.3125,TRUE
37186,360050283002003,31,29,1,1,0,1830495.875,593172.125,TRUE
37187,360050283002004,3,3,0,0,0,1830579.375,593162.3125,TRUE
37188,360050283002005,6,5,1,0,0,1830511,593079.5625,TRUE
37189,360050283002007,2,1,1,0,0,1830534,592905,TRUE
37190,360050283002008,12,11,1,0,0,1830483.75,592980.25,TRUE
37191,360050283002009,59,44,15,0,0,1830437.625,592819.4375,TRUE
37192,360050284001008,4,3,1,0,0,1836601.25,590693.75,TRUE
37193,360050284001010,1456,1009,434,13,0,1836383.5,590568.6875,TRUE
37194,360050284001014,2191,1624,549,18,0,1836240.625,590167.875,TRUE
37195,360050284001019,30,18,12,0,0,1836245.75,589839.3125,TRUE
37196,360050284001021,11,11,0,0,0,1836391,589507.625,TRUE
37197,360050284001022,31,22,9,0,0,1836481.125,589496.8125,TRUE
37198,360050284001023,17,14,2,1,0,1836588.25,589575.5625,TRUE
37199,360050284001026,33,27,6,0,0,1836689,589639.4375,TRUE
37200,360050284001027,4,4,0,0,0,1836396.75,589437.9375,TRUE
37201,360050285001000,2,2,0,0,0,1830108.375,593168.1875,TRUE
37202,360050285001002,8,8,0,0,0,1829978.875,592915.6875,TRUE
37203,360050285002000,31,29,2,0,0,1830180.375,593343.8125,TRUE
37204,360050285003000,49,42,7,0,0,1830480.5,593693.375,TRUE
37205,360050285003001,190,174,14,2,0,1830376.75,593497.8125,TRUE
37206,360050285004000,98,73,25,0,0,1830419.25,593228.25,TRUE
37207,360050285004001,2,2,0,0,0,1830342,593250.25,TRUE
37208,360050285004002,4,4,0,0,0,1830267.625,593274.25,TRUE
37209,360050285004005,51,47,3,1,0,1830332.25,593061.125,TRUE
37210,360050285004006,31,19,12,0,0,1830395.375,593025.3125,TRUE
37211,360050286001000,4790,4138,645,7,0,1835788.5,590388.5625,TRUE
37212,360050286001001,1,1,0,0,0,1835645.5,590395.1875,TRUE
37213,360050286001002,8,8,0,0,0,1835570.875,590357,TRUE
37214,360050286001004,22,16,6,0,0,1835445.25,590258.0625,TRUE
37215,360050286001005,3,1,2,0,0,1835706,590217.375,TRUE
37216,360050286002001,4,4,0,0,0,1835585.5,590103.625,TRUE
37217,360050286002002,24,19,5,0,0,1835713.375,589970.8125,TRUE
37218,360050287001000,1,1,0,0,0,1830095.875,592952.3125,TRUE
37219,360050287001001,4,3,1,0,0,1830167.125,592917.625,TRUE
37220,360050287001002,10,5,5,0,0,1830241,592879.9375,TRUE
37221,360050287001003,1,1,0,0,0,1830153.75,592697.0625,TRUE
37222,360050287001005,2,2,0,0,0,1829999.75,592767.1875,TRUE
37223,360050287002000,11,11,0,0,0,1830332.25,592839.375,TRUE
37224,360050287003000,108,83,20,5,0,1830281.125,592691.5,TRUE
37225,360050287003001,59,53,5,1,0,1830249.5,592599,TRUE
37226,360050288001002,2,1,1,0,0,1835416.125,590797.4375,TRUE
37227,360050288001006,127,91,36,0,0,1835123.75,590595.375,TRUE
37228,360050288002006,32,31,1,0,0,1835297.75,590412.375,TRUE
37229,360050288003000,33,27,6,0,0,1834886.375,590876.125,TRUE
37230,360050288003001,67,57,10,0,0,1834982.5,590744.375,TRUE
37231,360050288004001,5,4,1,0,0,1835214.625,591000.0625,TRUE
37232,360050288004002,19,14,5,0,0,1835131.25,590972.6875,TRUE
37233,360050289001000,25,21,4,0,0,1830255.75,592499.8125,TRUE
37234,360050289001001,57,47,10,0,0,1830232.625,592427.125,TRUE
37235,360050289001002,113,94,19,0,0,1830202.375,592319.8125,TRUE
37236,360050289001003,89,75,14,0,0,1830169.75,592186.8125,TRUE
37237,360050289001004,39,35,4,0,0,1830082.25,592156.25,TRUE
37238,360050289002000,92,64,28,0,0,1830103.125,592314.625,TRUE
37239,360050289003000,103,87,16,0,0,1829917,592605.1875,TRUE
37240,360050289003001,3,3,0,0,0,1829995.375,592574.1875,TRUE
37241,360050289003002,76,67,8,1,0,1830082.125,592536.5625,TRUE
37242,360050289003003,64,55,9,0,0,1830012.5,592368.5625,TRUE
37243,360050289003004,42,36,6,0,0,1829927.5,592413.125,TRUE
37244,360050289003005,33,29,4,0,0,1829849.875,592455.9375,TRUE
37245,360050289004001,14,12,2,0,0,1830150.375,592457.125,TRUE
37246,360050293011000,45,37,8,0,0,1828703.625,592463.625,TRUE
37247,360050293012000,14,14,0,0,0,1828908.375,592287,TRUE
37248,360050293012001,131,110,21,0,0,1829031.5,592209.4375,TRUE
37249,360050293021000,46,41,5,0,0,1829510.5,592061.5,TRUE
37250,360050293021003,9,9,0,0,0,1829028.875,592029.3125,TRUE
37251,360050293022001,8,7,1,0,0,1829143,592060.625,TRUE
37252,360050293022002,8,6,2,0,0,1829209.25,592187.25,TRUE
37253,360050293022003,46,34,10,2,0,1829257,592092.75,TRUE
37254,360050293023000,3,3,0,0,0,1829589.625,592304.0625,TRUE
37255,360050293023002,160,141,19,0,0,1829460.625,592154.625,TRUE
37256,360050293023003,14,11,3,0,0,1829297.75,592045.8125,TRUE
37257,360050293024003,22,21,1,0,0,1829270.875,592302.875,TRUE
37258,360050293024004,7,5,2,0,0,1829286,592461.0625,TRUE
37259,360050293024005,1,1,0,0,0,1829337,592605.625,TRUE
37260,360050293024007,3,3,0,0,0,1829376.375,592426,TRUE
37261,360050293024008,5,4,1,0,0,1829471,592384.25,TRUE
37262,360050293024009,6,6,0,0,0,1829563,592382.5625,TRUE
37263,360050293024010,5,4,1,0,0,1829370.875,592209,TRUE
37264,360050295001000,2,1,1,0,0,1829721.25,593367.375,TRUE
37265,360050295001001,111,87,24,0,0,1829783,593240.8125,TRUE
37266,360050295001002,10,6,3,1,0,1829707.5,593195.625,TRUE
37267,360050295001003,55,33,22,0,0,1829715.25,593070.25,TRUE
37268,360050295001004,16,12,4,0,0,1829795.375,593071.125,TRUE
37269,360050295001005,20,19,1,0,0,1829872.375,593081.375,TRUE
37270,360050295002000,24,19,5,0,0,1830038.625,593211,TRUE
37271,360050295002001,28,19,8,1,0,1829959.375,593186.375,TRUE
37272,360050295002002,128,98,30,0,0,1829891,593237.1875,TRUE
37273,360050295002003,4,4,0,0,0,1829939.875,593032.875,TRUE
37274,360050295003000,5,5,0,0,0,1829860.375,592852.5,TRUE
37275,360050295003001,14,10,4,0,0,1829794,592913.625,TRUE
37276,360050295004000,85,49,34,2,0,1829714.875,592902.75,TRUE
37277,360050295004001,6,4,2,0,0,1829758.75,592631.0625,TRUE
37278,360050295004002,19,13,6,0,0,1829675,592382.8125,TRUE
37279,360050296001011,2818,1823,972,23,0,1835981.75,591142.0625,TRUE
37280,360050296001012,180,147,31,2,0,1836166,591087.375,TRUE
37281,360050296001013,197,127,68,2,0,1836239.875,591104.8125,TRUE
37282,360050296001014,96,86,10,0,0,1836026.375,590854.8125,TRUE
37283,360050296001016,82,66,16,0,0,1835968,590621.0625,TRUE
37284,360050296001017,131,98,32,1,0,1835935.875,590470.3125,TRUE
37285,360050296001019,4,3,1,0,0,1835948.5,591037.5,TRUE
37286,360050296001020,8,6,2,0,0,1835938.125,590958.875,TRUE
37287,360050296001021,65,53,12,0,0,1835940,590861.1875,TRUE
37288,360050296002000,395,289,103,3,0,1835657.875,590826.75,TRUE
37289,360050297001000,78,62,16,0,0,1829524.875,593274.0625,TRUE
37290,360050297001005,57,46,11,0,0,1829622.375,593232.8125,TRUE
37291,360050297001006,11,8,3,0,0,1829550.25,593169.125,TRUE
37292,360050297001007,34,27,7,0,0,1829536,593067.9375,TRUE
37293,360050297001008,80,62,18,0,0,1829636.5,593066.8125,TRUE
37294,360050297002000,34,29,5,0,0,1829634.625,592888.6875,TRUE
37295,360050297002001,42,35,7,0,0,1829551.25,592898.0625,TRUE
37296,360050297002002,4,4,0,0,0,1829545.625,592706.1875,TRUE
37297,360050297002005,2,2,0,0,0,1829530.25,592556.75,TRUE
37298,360050297003000,10,5,5,0,0,1829465,592893.375,TRUE
37299,360050297003001,113,96,17,0,0,1829385.125,592844.25,TRUE
37300,360050297003002,10,9,1,0,0,1829355,592732.4375,TRUE
37301,360050297003003,1,1,0,0,0,1829448.75,592720.6875,TRUE
37302,360050300001000,284,230,54,0,0,1837203.375,590934.5625,TRUE
37303,360050300001001,16,14,2,0,0,1837180.25,590842.625,TRUE
37304,360050300001002,1,1,0,0,0,1837034.625,590717.9375,TRUE
37305,360050300001003,5,4,1,0,0,1837128.875,590742.75,TRUE
37306,360050300001004,1,1,0,0,0,1837231.875,590773.75,TRUE
37307,360050300001005,22,18,4,0,0,1837192.375,590661.0625,TRUE
37308,360050300002003,1,1,0,0,0,1836987.625,590971.6875,TRUE
37309,360050300002005,5,5,0,0,0,1836853.375,590856.3125,TRUE
37310,360050300002006,16,16,0,0,0,1837029.25,590884.5625,TRUE
37311,360050300003000,6,6,0,0,0,1837110.375,591063.125,TRUE
37312,360050300003001,13,12,1,0,0,1837050.375,591008.5,TRUE
37313,360050300004000,2,2,0,0,0,1837068,591252.1875,TRUE
37314,360050300004001,15,13,2,0,0,1836996.25,591209.875,TRUE
37315,360050300004002,1,1,0,0,0,1836920.625,591168.25,TRUE
37316,360050300004003,18,15,3,0,0,1837169.75,591114.125,TRUE
37317,360050300005001,3,3,0,0,0,1836730,590666.875,TRUE
37318,360050300005002,2,1,1,0,0,1836655.375,590655.625,TRUE
37319,360050300006000,3,3,0,0,0,1836954.75,590697,TRUE
37320,360050300006002,57,36,21,0,0,1836804.875,590677.5,TRUE
37321,360050300006003,30,26,4,0,0,1836889.25,590626.4375,TRUE
37322,360050301001000,8,5,3,0,0,1829070.875,592771.375,TRUE
37323,360050301001001,333,300,31,2,0,1829034.25,592551.5,TRUE
37324,360050301002000,4,4,0,0,0,1829233.5,592748.1875,TRUE
37325,360050301002001,2,1,1,0,0,1829209.25,592630.75,TRUE
37326,360050301002002,43,34,9,0,0,1829178.75,592505.9375,TRUE
37327,360050301002003,2,2,0,0,0,1829117.875,592368.8125,TRUE
37328,360050302001001,4,4,0,0,0,1837468.375,592031.1875,TRUE
37329,360050302003001,11,10,1,0,0,1837201.625,592046.1875,TRUE
37330,360050302003007,1,1,0,0,0,1837211.5,591918.125,TRUE
37331,360050302005001,2,2,0,0,0,1837279.375,592582.6875,TRUE
37332,360050302005002,94,76,18,0,0,1837296.625,592421.75,TRUE
37333,360050302005003,45,40,5,0,0,1837413.25,592380.3125,TRUE
37334,360050302006001,29,25,4,0,0,1837247,592316.75,TRUE
37335,360050307011000,2,1,1,0,0,1829455.875,594402.5,TRUE
37336,360050307011001,26,26,0,0,0,1829366.375,594399.9375,TRUE
37337,360050307011003,38,36,1,1,0,1829487.75,594118.375,TRUE
37338,360050307011004,14,13,1,0,0,1829517.625,593902.125,TRUE
37339,360050307011005,2,1,0,1,0,1829387.875,593929.375,TRUE
37340,360050307011006,1,0,1,0,0,1829404.375,593799.0625,TRUE
37341,360050307012000,92,80,12,0,0,1829516.625,593621.5625,TRUE
37342,360050307012001,3,3,0,0,0,1829389.25,593474.8125,TRUE
37343,360050307013001,83,65,17,1,0,1829519.125,593362.8125,TRUE
37344,360050307013002,9,8,1,0,0,1829395.625,593368.125,TRUE
37345,360050307013003,2,1,1,0,0,1829405.375,593288.625,TRUE
37346,360050307014000,45,36,9,0,0,1829407.5,593186.875,TRUE
37347,360050307014001,20,16,4,0,0,1829393.625,593063.9375,TRUE
37348,360050307014002,107,97,10,0,0,1829309.75,592907,TRUE
37349,360050309001000,682,606,76,0,0,1829031.125,595573.625,TRUE
37350,360050309002000,43,34,9,0,0,1829184.625,594731.5,TRUE
37351,360050309002001,5,5,0,0,0,1829113.125,594427.3125,TRUE
37352,360050309002003,2,2,0,0,0,1829111.125,594068.9375,TRUE
37353,360050309002007,30,24,6,0,0,1829175,593609.625,TRUE
37354,360050309002008,10,10,0,0,0,1828977.875,593447.4375,TRUE
37355,360050309002009,1,1,0,0,0,1829091.75,592962.8125,TRUE
37356,360050309002012,1,1,0,0,0,1829270.625,593766.125,TRUE
37357,360050309003000,12,8,4,0,0,1829134.75,593387.4375,TRUE
37358,360050309003001,9,8,1,0,0,1829098.75,593154.8125,TRUE
37359,360050309004000,21,20,1,0,0,1829237.375,593307.875,TRUE
37360,360050309004001,20,19,1,0,0,1829254.125,593162.8125,TRUE
37361,360050310001002,130,116,13,1,0,1836620.25,591666.875,TRUE
37362,360050310001003,35,30,5,0,0,1836534.5,591657,TRUE
37363,360050310001007,1,0,1,0,0,1836340.75,591429.875,TRUE
37364,360050310001008,85,78,7,0,0,1836263.375,591420.9375,TRUE
37365,360050310001009,2,2,0,0,0,1836184.125,591415.125,TRUE
37366,360050310001010,9,8,1,0,0,1836105,591409.4375,TRUE
37367,360050310002000,8,5,2,1,0,1836167.25,592206.4375,TRUE
37368,360050310002002,228,171,56,1,0,1836486.25,591860.25,TRUE
37369,360050310002003,4,4,0,0,0,1836413.5,591850.0625,TRUE
37370,360050310002004,4,3,1,0,0,1836259.25,591817.9375,TRUE
37371,360050310002006,1,1,0,0,0,1836224,591604.5,TRUE
37372,360050310002012,10,8,2,0,0,1836863.5,591902.6875,TRUE
37373,360050310002013,589,529,60,0,0,1836814.75,591811.125,TRUE
37374,360050310003002,3,2,1,0,0,1835978.625,592005.5625,TRUE
37375,360050310003004,6,3,3,0,0,1835951.875,591753.25,TRUE
37376,360050310003006,4,2,2,0,0,1836105.625,591785.375,TRUE
37377,360050310003009,1,1,0,0,0,1835991.625,591566.1875,TRUE
37378,360050312001002,19,17,2,0,0,1835608.25,591927.25,TRUE
37379,360050312001004,6,6,0,0,0,1835737,591860,TRUE
37380,360050312002001,56,46,10,0,0,1835773.125,591718.875,TRUE
37381,360050312002002,55,40,13,2,0,1835665.625,591688.125,TRUE
