"","id","c000","ca01","ca02","ca03","ce01","ce02","ce03","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns13","cns14","cns15","cns16","cns17","cns18","cns19","cns20","cr01","cr02","cr03","cr04","cr05","cr07","ct01","ct02","cd01","cd02","cd03","cd04","cg01","cg02"
"107","360050020003000",56,21,23,12,21,21,14,0,0,0,3,0,1,6,7,0,3,3,3,2,2,3,12,0,8,3,0,32,22,0,1,0,1,24,32,6,9,14,6,25,31
"108","360050020003001",2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,2
"109","360050020003002",374,99,211,64,132,149,93,0,0,1,7,12,14,45,11,8,15,17,21,4,16,15,119,7,42,17,3,179,164,9,14,0,8,168,206,60,72,87,56,153,221
"110","360050020004000",283,82,163,38,98,111,74,0,0,1,8,5,13,39,19,6,9,7,10,5,19,8,81,9,21,18,5,158,108,2,9,0,6,158,125,48,48,62,43,110,173
"111","360050020005000",131,41,68,22,50,58,23,0,0,0,5,3,3,17,3,3,8,2,5,0,13,5,41,2,18,2,1,62,61,1,3,0,4,68,63,24,23,27,16,55,76
"112","360050020006000",44,6,29,9,14,23,7,0,0,0,1,4,2,4,2,1,1,0,0,0,6,4,15,1,2,1,0,19,24,0,0,0,1,29,15,8,9,13,8,17,27
"113","360050020006001",83,24,45,14,26,44,13,0,0,0,4,3,2,13,2,1,0,2,4,1,4,1,29,2,10,2,3,40,36,0,6,0,1,54,29,22,15,15,7,39,44
"114","360050020006002",79,16,43,20,22,28,29,0,0,0,1,2,2,11,7,3,2,2,6,0,7,2,25,1,6,2,0,30,40,0,9,0,0,46,33,8,13,26,16,32,47
"115","360050023001000",275,83,161,31,73,139,63,0,0,1,5,7,5,38,23,5,8,7,6,5,33,26,62,3,28,5,8,185,69,9,1,0,11,44,231,55,46,61,30,118,157
"116","360050023001001",85,23,45,17,25,40,20,0,0,0,2,2,1,11,4,1,4,2,1,2,11,9,18,3,6,4,4,34,49,0,0,1,1,16,69,17,21,17,7,42,43
"117","360050023001002",247,66,136,45,78,99,70,1,0,0,7,6,4,31,25,6,8,6,6,3,20,24,57,2,19,5,17,67,171,4,3,0,2,194,53,43,42,50,46,109,138
"118","360050023001003",156,45,92,19,64,65,27,0,0,0,5,4,9,22,5,4,5,5,4,1,8,6,39,5,19,7,8,95,52,2,5,0,2,99,57,27,26,35,23,66,90
"119","360050023001004",131,43,70,18,37,61,33,0,0,0,4,4,2,15,3,5,4,8,3,0,11,8,25,6,22,3,8,76,45,3,3,1,3,74,57,23,19,26,20,60,71
"120","360050023001005",133,39,75,19,46,57,30,0,0,1,4,3,3,17,5,3,6,2,7,1,14,1,41,3,13,2,7,64,66,2,1,0,0,85,48,18,30,25,21,50,83
"121","360050023002000",143,47,68,28,50,64,29,0,0,0,11,3,1,17,7,6,5,2,7,1,13,3,36,0,22,4,5,71,58,3,7,0,4,88,55,25,25,28,18,68,75
"122","360050023003000",342,110,188,44,121,151,70,0,0,0,3,9,9,44,11,12,8,16,13,7,28,13,86,12,28,20,23,181,113,4,32,2,10,176,166,49,58,70,55,157,185
"123","360050023003001",126,29,79,18,32,63,31,0,0,0,2,3,1,9,7,5,6,7,12,2,10,3,29,1,10,9,10,62,58,0,4,0,2,61,65,28,23,30,16,49,77
